"","...1","...2","...3","...4","...5","fips","FIPS.x","stateName","countyName","ccvi","adi.median2","adi.mean2","adi.median.uw2","adi.mean.uw2","fips.y","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS.y","LOCATION","RPL_THEMES","sviscore","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met","VLCN_EXPP","VLCN_EXPPE","VLCN_EXPT","VLCN_HLRB","VLCN_HLRP","VLCN_HLRR","VLCN_EALB","VLCN_EALP","VLCN_EALPE","VLCN_EALT","VLCN_EALS","VLCN_EALR","VLCN_RISKS","VLCN_RISKR","WFIR_EVNTS","WFIR_AFREQ","WFIR_EXPB","WFIR_EXPP","WFIR_EXPPE","WFIR_EXPA","WFIR_EXPT","WFIR_HLRB","WFIR_HLRP","WFIR_HLRA","WFIR_HLRR","WFIR_EALB","WFIR_EALP","WFIR_EALPE","WFIR_EALA","WFIR_EALT","WFIR_EALS","WFIR_EALR","WFIR_RISKS","WFIR_RISKR","WNTW_EVNTS","WNTW_AFREQ","WNTW_EXPB","WNTW_EXPP","WNTW_EXPPE","WNTW_EXPA","WNTW_EXPT","WNTW_HLRB","WNTW_HLRP","WNTW_HLRA","WNTW_HLRR","WNTW_EALB","WNTW_EALP","WNTW_EALPE","WNTW_EALA","WNTW_EALT","WNTW_EALS","WNTW_EALR","WNTW_RISKS","WNTW_RISKR","NRI_VER","coi_num"
"431",431,431,431,431,431,"17031411200",17031411200,"ILLINOIS","Cook",0.427674872888987,1,1,1,1,17031411200,17,"ILLINOIS","IL",17031,"Cook",17031411200,"Census Tract 4112, Cook County, Illinois",0.5125,0.5125,2015,17031,17,"IL",302,0.009805,0.023873,0.039141,0.00818,"Moderate","Moderate","Moderate","Moderate",60,53,52,55,"Moderate","Moderate","Moderate","Moderate",58,60,47,50,"Moderate","High","Moderate","Moderate",52,61,47,49,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.756907199e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,354016999.999999,2930.99999999999,22275599999.9999,0,22629616999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",17.2469248061759,0.000138378971329,1051.68018210045,0,1068.92710690663,16.2759105282492,"Relatively Low",11.4659938006195,"Relatively Moderate",2021-07-01,3
"432",432,432,432,432,432,"17031420100",17031420100,"ILLINOIS","Cook",0.705795153849351,5,5,5,5,17031420100,17,"ILLINOIS","IL",17031,"Cook",17031420100,"Census Tract 4201, Cook County, Illinois",0.8364,0.8364,2015,17031,17,"IL",262,-0.04025,-0.05141,-0.39344,-0.05579,"Low","Very Low","Very Low","Very Low",30,7,4,5,"Low","Very Low","Very Low","Very Low",29,8,6,7,"Low","Very Low","Very Low","Very Low",28,10,7,8,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.232542791e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,460559000,5360,4.0736e+10,0,41196559000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",22.4374152704745,0.000253057416009,1923.23636167125,0,1945.67377694173,19.8725045697516,"Relatively Moderate",12.3777812698889,"Relatively Moderate",2021-07-01,1
"433",433,433,433,433,433,"17031420200",17031420200,"ILLINOIS","Cook",0.874551474764827,8,8,8,8,17031420200,17,"ILLINOIS","IL",17031,"Cook",17031420200,"Census Tract 4202, Cook County, Illinois",0.8914,0.8914,2015,17031,17,"IL",493,-0.02003,-0.09535,-0.24541,-0.04094,"Moderate","Very Low","Very Low","Very Low",43,2,11,10,"Moderate","Very Low","Very Low","Very Low",42,3,12,11,"Low","Very Low","Very Low","Very Low",38,3,13,13,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,153930999.999999,1563.99999999999,11886399999.9999,0,12040330999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",7.49917767321758,7.3839887806e-05,561.183147323479,0,568.682324996696,13.1882095891034,"Relatively Low",7.89808801189373,"Relatively Low",2021-07-01,1
"434",434,434,434,434,434,"17031420400",17031420400,"ILLINOIS","Cook",0.746900153780081,8,8,8,8,17031420400,17,"ILLINOIS","IL",17031,"Cook",17031420400,"Census Tract 4204, Cook County, Illinois",0.7823,0.7823,2015,17031,17,"IL",193,-0.03731,0.000995,-0.32317,-0.04172,"Low","Low","Very Low","Very Low",32,32,6,10,"Low","Low","Very Low","Very Low",31,35,9,11,"Low","Low","Very Low","Very Low",30,38,9,13,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,167396000,1933.99999999999,14698399999.9999,0,14865795999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",8.15516267539307,9.1308403463e-05,693.943866319443,0,702.099028994836,14.1480109661303,"Relatively Low",7.61787503440799,"Relatively Low",2021-07-01,1
"435",435,435,435,435,435,"17031420500",17031420500,"ILLINOIS","Cook",0.860157105055347,6,6,6,6,17031420500,17,"ILLINOIS","IL",17031,"Cook",17031420500,"Census Tract 4205, Cook County, Illinois",0.8864,0.8864,2015,17031,17,"IL",411,-0.06781,-0.06958,-0.48694,-0.07167,"Very Low","Very Low","Very Low","Very Low",16,4,2,2,"Very Low","Very Low","Very Low","Very Low",14,5,4,4,"Very Low","Very Low","Very Low","Very Low",14,6,5,5,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,210511999.999999,2538.99999999999,19296399999.9999,0,19506911999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",10.255678780391,0.000119871787173,911.025582515546,0,921.281261295937,15.4891175676672,"Relatively Low",10.3174902679162,"Relatively Moderate",2021-07-01,1
"436",436,436,436,436,436,"17031420600",17031420600,"ILLINOIS","Cook",0.857358584669096,5,5.5,5.5,5.5,17031420600,17,"ILLINOIS","IL",17031,"Cook",17031420600,"Census Tract 4206, Cook County, Illinois",0.8665,0.8665,2015,17031,17,"IL",587,-0.06501,-0.04341,-0.66155,-0.08896,"Very Low","Very Low","Very Low","Very Low",17,9,1,1,"Very Low","Very Low","Very Low","Very Low",16,11,1,2,"Very Low","Very Low","Very Low","Very Low",15,12,1,2,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.309594663e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,958656999.999999,3451.99999999999,26235199999.9999,2716.0686850594,27193859716.0686,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",46.7036475477568,0.000162976529863,1238.62162695693,0.015019476541149,1285.34029398123,17.3075384232144,"Relatively Low",10.3808835674397,"Relatively Moderate",2021-07-01,1
"437",437,437,437,437,437,"17031420700",17031420700,"ILLINOIS","Cook",0.929150330419362,8,8.6,9,8.6,17031420700,17,"ILLINOIS","IL",17031,"Cook",17031420700,"Census Tract 4207, Cook County, Illinois",0.968,0.968,2015,17031,17,"IL",1044,-0.07799,-0.05387,-0.59953,-0.08427,"Very Low","Very Low","Very Low","Very Low",13,7,1,1,"Very Low","Very Low","Very Low","Very Low",11,8,2,2,"Very Low","Very Low","Very Low","Very Low",10,9,2,2,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.347903323e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,462505999.999999,3878.99999999999,29480399999.9999,0,29942905999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",22.5322688017954,0.000183136141175,1391.83467293336,0,1414.36694173515,17.8683024887989,"Relatively Moderate",8.60504060709457,"Relatively Low",2021-07-01,1
"438",438,438,438,438,438,"17031420800",17031420800,"ILLINOIS","Cook",0.834028345409457,5,5.5,5.5,5.5,17031420800,17,"ILLINOIS","IL",17031,"Cook",17031420800,"Census Tract 4208, Cook County, Illinois",0.8342,0.8342,2015,17031,17,"IL",705,-0.0451,-0.05844,-0.39366,-0.0571,"Low","Very Low","Very Low","Very Low",27,6,4,5,"Low","Very Low","Very Low","Very Low",26,7,6,7,"Low","Very Low","Very Low","Very Low",25,8,7,8,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,2.3711559001e-05,7606032.53442069,17.4573456649049,132675827.053277,105064.187614002,140386923.775312,0.4,0.000604329616779,0.013579329393992,"Very Low",116.737352669628,3.35131878e-07,2.54700227361038,0.070836054376164,119.355190997614,1.99628894955891,"Very Low",1.47393818236516,"Very Low",58,4.77759472799999,1939464941.29714,8173,62114800000,2681877.79749996,64056946819.0946,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",94.48643993584,0.00038586534721,2932.57663879462,14.8304057579082,3041.89348448837,23.0644939942544,"Relatively Moderate",10.4896173242059,"Relatively Moderate",2021-07-01,1
"439",439,439,439,439,439,"17031421200",17031421200,"ILLINOIS","Cook",0.82586830329311,10,10,10,10,17031421200,17,"ILLINOIS","IL",17031,"Cook",17031421200,"Census Tract 4212, Cook County, Illinois",0.8528,0.8528,2015,17031,17,"IL",449,-0.03191,-0.07978,-0.42065,-0.06104,"Low","Very Low","Very Low","Very Low",35,3,3,4,"Low","Very Low","Very Low","Very Low",34,4,6,6,"Low","Very Low","Very Low","Very Low",32,5,6,7,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.764385827e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,431408999.999999,5563.99999999999,42286399999.9999,0,42717808999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",21.0172917789472,0.000262688705723,1996.43416349606,0,2017.451455275,20.1139312523245,"Relatively Moderate",10.8865238438454,"Relatively Moderate",2021-07-01,1
"440",440,440,440,440,440,"17031430101",17031430101,"ILLINOIS","Cook",0.783364043169255,5.5,7,7,7,17031430101,17,"ILLINOIS","IL",17031,"Cook",17031430101,"Census Tract 4301.01, Cook County, Illinois",0.6835,0.6835,2015,17031,17,"IL",553,-0.06557,-0.15573,-0.55414,-0.08839,"Very Low","Very Low","Very Low","Very Low",17,1,1,1,"Very Low","Very Low","Very Low","Very Low",15,1,3,2,"Very Low","Very Low","Very Low","Very Low",15,1,3,2,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,5.3695059e-08,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,359821000,3229.99999999999,24547999999.9999,1146.88610453864,24907822146.8861,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",17.5296828420189,0.000152495420468,1158.96519555935,0.006342118311383,1176.50122051968,16.8045436964593,"Relatively Low",8.86715291055599,"Relatively Low",2021-07-01,1
"441",441,441,441,441,441,"17031430102",17031430102,"ILLINOIS","Cook",0.776603261246034,6,6.33333333333333,7,6.33333333333333,17031430102,17,"ILLINOIS","IL",17031,"Cook",17031430102,"Census Tract 4301.02, Cook County, Illinois",0.7692,0.7692,2015,17031,17,"IL",383,-0.03924,-0.07223,-0.34668,-0.05243,"Low","Very Low","Very Low","Very Low",31,4,6,6,"Low","Very Low","Very Low","Very Low",30,5,8,8,"Low","Very Low","Very Low","Very Low",29,6,9,9,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,3.285589509e-05,66599.91672269,0,0,41347.1568532999,107947.073575989,0.4,0.000604329616779,0.013579329393992,"Very Low",2.10024364383785,0,0,0.039589264571543,2.13983290840939,0.522479898182866,"Very Low",0.4091427665436,"Very Low",58,4.77759472799999,1090487000,9088,69068800000,209196.45418633,70159496196.4541,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",53.1261134101255,0.000429064514308,3260.8903087441,1.15682687018441,3315.17324902441,23.7354793387407,"Relatively Moderate",11.4488837343586,"Relatively Moderate",2021-07-01,1
"442",442,442,442,442,442,"17031430200",17031430200,"ILLINOIS","Cook",0.905002701541957,1.5,4.8,2,4.8,17031430200,17,"ILLINOIS","IL",17031,"Cook",17031430200,"Census Tract 4302, Cook County, Illinois",0.8754,0.8754,2015,17031,17,"IL",1304,-0.03036,-0.00537,-0.36124,-0.04606,"Low","Low","Very Low","Very Low",36,27,5,8,"Low","Low","Very Low","Very Low",35,30,7,10,"Low","Low","Very Low","Very Low",33,33,8,11,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,7.0553913e-08,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,237855000,3701,28127600000,687.873589132432,28365455687.8735,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",11.5877692307798,0.000174732368778,1327.96600271368,0.003803843876292,1339.55757578833,17.5475460947071,"Relatively Low",10.7806723714948,"Relatively Moderate",2021-07-01,1
"443",443,443,443,443,443,"17031430300",17031430300,"ILLINOIS","Cook",0.823457696623765,7,7.33333333333333,7,7.33333333333333,17031430300,17,"ILLINOIS","IL",17031,"Cook",17031430300,"Census Tract 4303, Cook County, Illinois",0.8804,0.8804,2015,17031,17,"IL",1040,-0.04096,-0.04636,-0.59923,-0.07933,"Low","Very Low","Very Low","Very Low",30,8,1,1,"Low","Very Low","Very Low","Very Low",28,9,2,3,"Low","Very Low","Very Low","Very Low",27,11,2,3,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,259686999.999999,1371.99999999999,10427199999.9999,0,10686886999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",12.6513759569213,6.4775144546e-05,492.291098547195,0,504.942474504116,12.6758346373301,"Relatively Low",6.43963517042217,"Relatively Low",2021-07-01,1
"444",444,444,444,444,444,"17031430400",17031430400,"ILLINOIS","Cook",0.81399537274352,9,9.25,9,9.25,17031430400,17,"ILLINOIS","IL",17031,"Cook",17031430400,"Census Tract 4304, Cook County, Illinois",0.9146,0.9146,2015,17031,17,"IL",901,-0.02129,-0.05748,-0.55019,-0.07262,"Moderate","Very Low","Very Low","Very Low",42,6,1,2,"Moderate","Very Low","Very Low","Very Low",41,7,3,4,"Low","Very Low","Very Low","Very Low",38,8,3,4,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,384017000,4273,32474800000,0,32858817000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",18.7084584166671,0.00020173774974,1533.20689802635,0,1551.91535644302,18.4297144855573,"Relatively Moderate",11.3173809319145,"Relatively Moderate",2021-07-01,1
"445",445,445,445,445,445,"17031430500",17031430500,"ILLINOIS","Cook",0.930438758121943,7,7.33333333333333,7,7.33333333333333,17031430500,17,"ILLINOIS","IL",17031,"Cook",17031430500,"Census Tract 4305, Cook County, Illinois",0.9692,0.9692,2015,17031,17,"IL",1050,-0.04527,-0.06285,-0.57076,-0.07824,"Low","Very Low","Very Low","Very Low",27,5,1,1,"Low","Very Low","Very Low","Very Low",26,6,2,3,"Low","Very Low","Very Low","Very Low",25,7,3,3,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,662181000,5778.99999999999,43920399999.9999,0,44582580999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",32.25999292429,0.000272839329686,2073.57890561533,0,2105.83889853962,20.4034830472479,"Relatively Moderate",11.5086992188815,"Relatively Moderate",2021-07-01,1
"446",446,446,446,446,446,"17031430600",17031430600,"ILLINOIS","Cook",0.76302628115432,4,4.5,4.5,4.5,17031430600,17,"ILLINOIS","IL",17031,"Cook",17031430600,"Census Tract 4306, Cook County, Illinois",0.8029,0.8029,2015,17031,17,"IL",438,-0.04343,-0.09135,-0.33777,-0.05388,"Low","Very Low","Very Low","Very Low",28,2,6,5,"Low","Very Low","Very Low","Very Low",27,3,8,8,"Low","Very Low","Very Low","Very Low",27,4,9,8,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,366087000,3214,24426400000,0,24792487000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",17.8349484954636,0.000151740025197,1153.22419149466,0,1171.05913999013,16.778593007613,"Relatively Low",10.8627316641227,"Relatively Moderate",2021-07-01,1
"447",447,447,447,447,447,"17031430700",17031430700,"ILLINOIS","Cook",0.989443205275627,7,8.5,8.5,8.5,17031430700,17,"ILLINOIS","IL",17031,"Cook",17031430700,"Census Tract 4307, Cook County, Illinois",0.8311,0.8311,2015,17031,17,"IL",549,-0.04055,-0.08879,-0.54692,-0.07768,"Low","Very Low","Very Low","Very Low",30,2,1,2,"Low","Very Low","Very Low","Very Low",29,3,3,3,"Low","Very Low","Very Low","Very Low",28,4,3,3,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,1.57229351e-07,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,902173999.999999,6365,4.8374e+10,0,49276174000,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",43.9519207837109,0.000300505681511,2283.84317948462,0,2327.79510026833,21.0965212238146,"Relatively Moderate",11.2524934136684,"Relatively Moderate",2021-07-01,1
"448",448,448,448,448,448,"17031430800",17031430800,"ILLINOIS","Cook",0.722032113714135,5,5,5,5,17031430800,17,"ILLINOIS","IL",17031,"Cook",17031430800,"Census Tract 4308, Cook County, Illinois",0.5807,0.5807,2015,17031,17,"IL",266,-0.02311,-0.12831,-0.26094,-0.04658,"Moderate","Very Low","Very Low","Very Low",41,1,10,8,"Low","Very Low","Very Low","Very Low",40,1,11,10,"Low","Very Low","Very Low","Very Low",37,2,12,11,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.77759472799999,268975000,3816.99999999999,29009199999.9999,0,29278174999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",13.1038667627293,0.000180208984498,1369.58828218268,0,1382.69214894541,17.733907108105,"Relatively Low",11.3372395944917,"Relatively Moderate",2021-07-01,1
"449",449,449,449,449,449,"17031430900",17031430900,"ILLINOIS","Cook",0.827281417547554,6,6,6,6,17031430900,17,"ILLINOIS","IL",17031,"Cook",17031430900,"Census Tract 4309, Cook County, Illinois",0.8343,0.8343,2015,17031,17,"IL",298,-0.03148,-0.03357,-0.33853,-0.04652,"Low","Very Low","Very Low","Very Low",36,12,6,8,"Low","Very Low","Very Low","Very Low",34,14,8,10,"Low","Very Low","Very Low","Very Low",32,16,9,11,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,290781999.999999,4089.99999999999,31083999999.9999,0,31374781999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",14.1662555441954,0.000193097916321,1467.54416403646,0,1481.71041958066,18.1475098973477,"Relatively Moderate",10.905960125576,"Relatively Moderate",2021-07-01,1
"450",450,450,450,450,450,"17031431200",17031431200,"ILLINOIS","Cook",0.689488923677976,5,5.5,5.5,5.5,17031431200,17,"ILLINOIS","IL",17031,"Cook",17031431200,"Census Tract 4312, Cook County, Illinois",0.5848,0.5848,2015,17031,17,"IL",580,-0.0044,-0.09362,-0.20738,-0.03459,"Moderate","Very Low","Very Low","Very Low",52,2,14,13,"Moderate","Very Low","Very Low","Very Low",52,3,15,14,"Moderate","Very Low","Very Low","Very Low",45,4,16,16,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,4.275313254e-06,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,626898000,6628,50372800000,17300.2314714188,50999715300.2314,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",30.5410832449913,0.000312922491289,2378.21093379796,0.095667838656201,2408.84768488161,21.3385895706106,"Relatively Moderate",13.3647579423338,"Relatively Moderate",2021-07-01,1
"451",451,451,451,451,451,"17031431301",17031431301,"ILLINOIS","Cook",0.8970643244067,8,8.33333333333333,8,8.33333333333333,17031431301,17,"ILLINOIS","IL",17031,"Cook",17031431301,"Census Tract 4313.01, Cook County, Illinois",0.9696,0.9696,2015,17031,17,"IL",897,-0.03801,-0.13875,-0.57892,-0.08643,"Low","Very Low","Very Low","Very Low",32,1,1,1,"Low","Very Low","Very Low","Very Low",30,1,2,2,"Low","Very Low","Very Low","Very Low",29,1,3,2,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,192322999.999999,2318.99999999999,17624399999.9999,0,17816722999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",9.36955095235024,0.000109485102188,832.086776626053,0,841.456327578404,15.0281823867128,"Relatively Low",8.92567821096163,"Relatively Low",2021-07-01,1
"452",452,452,452,452,452,"17031431302",17031431302,"ILLINOIS","Cook",0.858716282678267,4,4.33333333333333,4,4.33333333333333,17031431302,17,"ILLINOIS","IL",17031,"Cook",17031431302,"Census Tract 4313.02, Cook County, Illinois",0.8538,0.8538,2015,17031,17,"IL",1323,-0.03125,-0.15321,-0.63247,-0.09345,"Low","Very Low","Very Low","Very Low",36,1,1,1,"Low","Very Low","Very Low","Very Low",34,1,1,1,"Low","Very Low","Very Low","Very Low",32,1,2,1,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,85366999.9999999,1044.99999999999,7941999999.99999,0,8027366999.99999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",4.15889132422686,4.9336753681e-05,374.959327975086,0,379.118219299313,11.5209285234004,"Relatively Low",6.89761907878281,"Relatively Low",2021-07-01,1
"453",453,453,453,453,453,"17031431400",17031431400,"ILLINOIS","Cook",0.987683739488231,9.5,9.75,10,9.75,17031431400,17,"ILLINOIS","IL",17031,"Cook",17031431400,"Census Tract 4314, Cook County, Illinois",0.9354,0.9354,2015,17031,17,"IL",1157,-0.02104,-0.11812,-0.53448,-0.07718,"Moderate","Very Low","Very Low","Very Low",42,1,1,2,"Moderate","Very Low","Very Low","Very Low",41,1,3,3,"Low","Very Low","Very Low","Very Low",38,2,4,3,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,1471072999.99999,4864.99999999999,36973999999.9999,0,38445072999.9999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",71.6674210995394,0.000229687374792,1745.6240484199,0,1817.29146951944,19.4254367927751,"Relatively Moderate",8.42865297194799,"Relatively Low",2021-07-01,1
"454",454,454,454,454,454,"17031440101",17031440101,"ILLINOIS","Cook",0.885191393857109,7.5,7.75,8,7.75,17031440101,17,"ILLINOIS","IL",17031,"Cook",17031440101,"Census Tract 4401.01, Cook County, Illinois",0.9392,0.9392,2015,17031,17,"IL",1223,-0.05591,-0.1521,-0.63977,-0.09692,"Low","Very Low","Very Low","Very Low",22,1,1,1,"Very Low","Very Low","Very Low","Very Low",20,1,1,1,"Very Low","Very Low","Very Low","Very Low",20,1,1,1,NA,NA,NA,NA,NA,"Not Applicable",NA,NA,NA,NA,NA,"Not Applicable",NA,"Not Applicable",NA,0,0,0,0,0,0,0.4,0.000604329616779,0.013579329393992,"No Rating",0,0,0,0,0,0,"No Expected Annual Losses",0,"No Rating",58,4.777594728,64873999.9999999,941.999999999999,7159199999.99999,0,7224073999.99999,1.0197137e-08,9.882003e-09,1.157456669e-06,"Very Low",3.16051771490029,4.447389662e-05,338.001614308642,0,341.162132023543,11.1228531523389,"Relatively Low",6.40236853187546,"Relatively Low",2021-07-01,1
