"","ST","STATE","ST_ABBR","STCNTY","COUNTY","FIPS","LOCATION","RPL_THEMES"
"614",17,"ILLINOIS","IL",17031,"Cook",17031827802,"Census Tract 8278.02, Cook County, Illinois",0.4632
"615",17,"ILLINOIS","IL",17031,"Cook",17031827804,"Census Tract 8278.04, Cook County, Illinois",0.396
"616",17,"ILLINOIS","IL",17031,"Cook",17031827805,"Census Tract 8278.05, Cook County, Illinois",0.4439
"617",17,"ILLINOIS","IL",17031,"Cook",17031827902,"Census Tract 8279.02, Cook County, Illinois",0.7709
"618",17,"ILLINOIS","IL",17031,"Cook",17031828000,"Census Tract 8280, Cook County, Illinois",0.7594
"619",17,"ILLINOIS","IL",17031,"Cook",17031828100,"Census Tract 8281, Cook County, Illinois",0.4577
"620",17,"ILLINOIS","IL",17031,"Cook",17031828201,"Census Tract 8282.01, Cook County, Illinois",0.4839
"621",17,"ILLINOIS","IL",17031,"Cook",17031828202,"Census Tract 8282.02, Cook County, Illinois",0.3925
"622",17,"ILLINOIS","IL",17031,"Cook",17031828300,"Census Tract 8283, Cook County, Illinois",0.5967
"623",17,"ILLINOIS","IL",17031,"Cook",17031828401,"Census Tract 8284.01, Cook County, Illinois",0.2636
"624",17,"ILLINOIS","IL",17031,"Cook",17031828402,"Census Tract 8284.02, Cook County, Illinois",0.7942
"625",17,"ILLINOIS","IL",17031,"Cook",17031828503,"Census Tract 8285.03, Cook County, Illinois",0.8373
"626",17,"ILLINOIS","IL",17031,"Cook",17031828504,"Census Tract 8285.04, Cook County, Illinois",0.6675
"627",17,"ILLINOIS","IL",17031,"Cook",17031828505,"Census Tract 8285.05, Cook County, Illinois",0.5855
"628",17,"ILLINOIS","IL",17031,"Cook",17031828601,"Census Tract 8286.01, Cook County, Illinois",0.3161
"629",17,"ILLINOIS","IL",17031,"Cook",17031828602,"Census Tract 8286.02, Cook County, Illinois",0.3748
"630",17,"ILLINOIS","IL",17031,"Cook",17031828702,"Census Tract 8287.02, Cook County, Illinois",0.7409
"631",17,"ILLINOIS","IL",17031,"Cook",17031828801,"Census Tract 8288.01, Cook County, Illinois",0.3926
"632",17,"ILLINOIS","IL",17031,"Cook",17031828802,"Census Tract 8288.02, Cook County, Illinois",0.2976
"633",17,"ILLINOIS","IL",17031,"Cook",17031828900,"Census Tract 8289, Cook County, Illinois",0.9459
"634",17,"ILLINOIS","IL",17031,"Cook",17031829301,"Census Tract 8293.01, Cook County, Illinois",0.499
"635",17,"ILLINOIS","IL",17031,"Cook",17031829401,"Census Tract 8294.01, Cook County, Illinois",0.7802
"636",17,"ILLINOIS","IL",17031,"Cook",17031829402,"Census Tract 8294.02, Cook County, Illinois",0.4735
"637",17,"ILLINOIS","IL",17031,"Cook",17031829500,"Census Tract 8295, Cook County, Illinois",0.9482
"638",17,"ILLINOIS","IL",17031,"Cook",17031829600,"Census Tract 8296, Cook County, Illinois",0.4039
"639",17,"ILLINOIS","IL",17031,"Cook",17031829700,"Census Tract 8297, Cook County, Illinois",0.8412
"640",17,"ILLINOIS","IL",17031,"Cook",17031829800,"Census Tract 8298, Cook County, Illinois",0.2715
"641",17,"ILLINOIS","IL",17031,"Cook",17031829901,"Census Tract 8299.01, Cook County, Illinois",0.3576
"642",17,"ILLINOIS","IL",17031,"Cook",17031829902,"Census Tract 8299.02, Cook County, Illinois",0.5087
"643",17,"ILLINOIS","IL",17031,"Cook",17031830003,"Census Tract 8300.03, Cook County, Illinois",0.2317
"644",17,"ILLINOIS","IL",17031,"Cook",17031830004,"Census Tract 8300.04, Cook County, Illinois",0.2048
"645",17,"ILLINOIS","IL",17031,"Cook",17031830005,"Census Tract 8300.05, Cook County, Illinois",0.443
"646",17,"ILLINOIS","IL",17031,"Cook",17031830006,"Census Tract 8300.06, Cook County, Illinois",0.5319
"647",17,"ILLINOIS","IL",17031,"Cook",17031830007,"Census Tract 8300.07, Cook County, Illinois",0.7983
"648",17,"ILLINOIS","IL",17031,"Cook",17031830008,"Census Tract 8300.08, Cook County, Illinois",0.1946
"649",17,"ILLINOIS","IL",17031,"Cook",17031830100,"Census Tract 8301, Cook County, Illinois",0.1574
"650",17,"ILLINOIS","IL",17031,"Cook",17031830201,"Census Tract 8302.01, Cook County, Illinois",0.6023
"651",17,"ILLINOIS","IL",17031,"Cook",17031830300,"Census Tract 8303, Cook County, Illinois",0.7006
"652",17,"ILLINOIS","IL",17031,"Cook",17031830400,"Census Tract 8304, Cook County, Illinois",0.6124
"653",17,"ILLINOIS","IL",17031,"Cook",17031830900,"Census Tract 8309, Cook County, Illinois",0.1867
"654",17,"ILLINOIS","IL",17031,"Cook",17031831000,"Census Tract 8310, Cook County, Illinois",0.0047
"655",17,"ILLINOIS","IL",17031,"Cook",17031831100,"Census Tract 8311, Cook County, Illinois",0.5497
"656",17,"ILLINOIS","IL",17031,"Cook",17031831300,"Census Tract 8313, Cook County, Illinois",0.7894
"657",17,"ILLINOIS","IL",17031,"Cook",17031831500,"Census Tract 8315, Cook County, Illinois",0.7775
"658",17,"ILLINOIS","IL",17031,"Cook",17031831600,"Census Tract 8316, Cook County, Illinois",0.8124
"659",17,"ILLINOIS","IL",17031,"Cook",17031831700,"Census Tract 8317, Cook County, Illinois",0.6888
"660",17,"ILLINOIS","IL",17031,"Cook",17031832200,"Census Tract 8322, Cook County, Illinois",0.0674
"661",17,"ILLINOIS","IL",17031,"Cook",17031832300,"Census Tract 8323, Cook County, Illinois",0.1374
"662",17,"ILLINOIS","IL",17031,"Cook",17031832400,"Census Tract 8324, Cook County, Illinois",0.1276
"663",17,"ILLINOIS","IL",17031,"Cook",17031832600,"Census Tract 8326, Cook County, Illinois",0.0224
"664",17,"ILLINOIS","IL",17031,"Cook",17031835100,"Census Tract 8351, Cook County, Illinois",0.8926
"665",17,"ILLINOIS","IL",17031,"Cook",17031835200,"Census Tract 8352, Cook County, Illinois",0.6826
"666",17,"ILLINOIS","IL",17031,"Cook",17031835800,"Census Tract 8358, Cook County, Illinois",0.781
"667",17,"ILLINOIS","IL",17031,"Cook",17031836000,"Census Tract 8360, Cook County, Illinois",0.6304
"668",17,"ILLINOIS","IL",17031,"Cook",17031836600,"Census Tract 8366, Cook County, Illinois",0.8325
"669",17,"ILLINOIS","IL",17031,"Cook",17031839900,"Census Tract 8399, Cook County, Illinois",0.4928
"670",17,"ILLINOIS","IL",17031,"Cook",17031840000,"Census Tract 8400, Cook County, Illinois",0.4721
"671",17,"ILLINOIS","IL",17031,"Cook",17031840100,"Census Tract 8401, Cook County, Illinois",0.6758
"672",17,"ILLINOIS","IL",17031,"Cook",17031840200,"Census Tract 8402, Cook County, Illinois",0.7018
"673",17,"ILLINOIS","IL",17031,"Cook",17031840300,"Census Tract 8403, Cook County, Illinois",0.6468
"674",17,"ILLINOIS","IL",17031,"Cook",17031840400,"Census Tract 8404, Cook County, Illinois",0.7217
"675",17,"ILLINOIS","IL",17031,"Cook",17031842300,"Census Tract 8423, Cook County, Illinois",0.1291
"676",17,"ILLINOIS","IL",17031,"Cook",17031842600,"Census Tract 8426, Cook County, Illinois",0.6445
"677",17,"ILLINOIS","IL",17031,"Cook",17031843700,"Census Tract 8437, Cook County, Illinois",0.2333
"678",17,"ILLINOIS","IL",17031,"Cook",17031010701,"Census Tract 107.01, Cook County, Illinois",0.6412
"679",17,"ILLINOIS","IL",17031,"Cook",17031020301,"Census Tract 203.01, Cook County, Illinois",0.7525
"680",17,"ILLINOIS","IL",17031,"Cook",17031020302,"Census Tract 203.02, Cook County, Illinois",0.8138
"681",17,"ILLINOIS","IL",17031,"Cook",17031020601,"Census Tract 206.01, Cook County, Illinois",0.8877
"682",17,"ILLINOIS","IL",17031,"Cook",17031020702,"Census Tract 207.02, Cook County, Illinois",0.8836
"683",17,"ILLINOIS","IL",17031,"Cook",17031020802,"Census Tract 208.02, Cook County, Illinois",0.8369
"684",17,"ILLINOIS","IL",17031,"Cook",17031020901,"Census Tract 209.01, Cook County, Illinois",0.7982
"685",17,"ILLINOIS","IL",17031,"Cook",17031030200,"Census Tract 302, Cook County, Illinois",0.3214
"686",17,"ILLINOIS","IL",17031,"Cook",17031030400,"Census Tract 304, Cook County, Illinois",0.5196
"687",17,"ILLINOIS","IL",17031,"Cook",17031030500,"Census Tract 305, Cook County, Illinois",0.3887
"688",17,"ILLINOIS","IL",17031,"Cook",17031030800,"Census Tract 308, Cook County, Illinois",0.3452
"689",17,"ILLINOIS","IL",17031,"Cook",17031031000,"Census Tract 310, Cook County, Illinois",0.2371
"690",17,"ILLINOIS","IL",17031,"Cook",17031031100,"Census Tract 311, Cook County, Illinois",0.404
"691",17,"ILLINOIS","IL",17031,"Cook",17031040100,"Census Tract 401, Cook County, Illinois",0.3307
"692",17,"ILLINOIS","IL",17031,"Cook",17031040202,"Census Tract 402.02, Cook County, Illinois",0.6863
"693",17,"ILLINOIS","IL",17031,"Cook",17031040700,"Census Tract 407, Cook County, Illinois",0.1754
"694",17,"ILLINOIS","IL",17031,"Cook",17031040800,"Census Tract 408, Cook County, Illinois",0.2428
"695",17,"ILLINOIS","IL",17031,"Cook",17031061000,"Census Tract 610, Cook County, Illinois",0.0537
"696",17,"ILLINOIS","IL",17031,"Cook",17031061100,"Census Tract 611, Cook County, Illinois",0.0107
"697",17,"ILLINOIS","IL",17031,"Cook",17031061200,"Census Tract 612, Cook County, Illinois",0.0128
"698",17,"ILLINOIS","IL",17031,"Cook",17031062300,"Census Tract 623, Cook County, Illinois",0.0037
"699",17,"ILLINOIS","IL",17031,"Cook",17031062500,"Census Tract 625, Cook County, Illinois",0.033
"700",17,"ILLINOIS","IL",17031,"Cook",17031062900,"Census Tract 629, Cook County, Illinois",0.0136
"701",17,"ILLINOIS","IL",17031,"Cook",17031070300,"Census Tract 703, Cook County, Illinois",0.0185
"702",17,"ILLINOIS","IL",17031,"Cook",17031070500,"Census Tract 705, Cook County, Illinois",0.2894
"703",17,"ILLINOIS","IL",17031,"Cook",17031071000,"Census Tract 710, Cook County, Illinois",0.1212
"704",17,"ILLINOIS","IL",17031,"Cook",17031110502,"Census Tract 1105.02, Cook County, Illinois",0.3819
"705",17,"ILLINOIS","IL",17031,"Cook",17031130300,"Census Tract 1303, Cook County, Illinois",0.7966
"706",17,"ILLINOIS","IL",17031,"Cook",17031140601,"Census Tract 1406.01, Cook County, Illinois",0.7679
"707",17,"ILLINOIS","IL",17031,"Cook",17031140602,"Census Tract 1406.02, Cook County, Illinois",0.7683
"708",17,"ILLINOIS","IL",17031,"Cook",17031140702,"Census Tract 1407.02, Cook County, Illinois",0.7665
"709",17,"ILLINOIS","IL",17031,"Cook",17031161300,"Census Tract 1613, Cook County, Illinois",0.7314
"710",17,"ILLINOIS","IL",17031,"Cook",17031190100,"Census Tract 1901, Cook County, Illinois",0.8583
"711",17,"ILLINOIS","IL",17031,"Cook",17031190601,"Census Tract 1906.01, Cook County, Illinois",0.7376
"712",17,"ILLINOIS","IL",17031,"Cook",17031190702,"Census Tract 1907.02, Cook County, Illinois",0.9041
"713",17,"ILLINOIS","IL",17031,"Cook",17031191200,"Census Tract 1912, Cook County, Illinois",0.7951
"714",17,"ILLINOIS","IL",17031,"Cook",17031210501,"Census Tract 2105.01, Cook County, Illinois",0.6459
"715",17,"ILLINOIS","IL",17031,"Cook",17031210602,"Census Tract 2106.02, Cook County, Illinois",0.5662
"716",17,"ILLINOIS","IL",17031,"Cook",17031220500,"Census Tract 2205, Cook County, Illinois",0.0508
"717",17,"ILLINOIS","IL",17031,"Cook",17031220601,"Census Tract 2206.01, Cook County, Illinois",0.3951
"718",17,"ILLINOIS","IL",17031,"Cook",17031220701,"Census Tract 2207.01, Cook County, Illinois",0.5928
"719",17,"ILLINOIS","IL",17031,"Cook",17031220901,"Census Tract 2209.01, Cook County, Illinois",0.777
"720",17,"ILLINOIS","IL",17031,"Cook",17031221000,"Census Tract 2210, Cook County, Illinois",0.7081
"721",17,"ILLINOIS","IL",17031,"Cook",17031221100,"Census Tract 2211, Cook County, Illinois",0.7183
"722",17,"ILLINOIS","IL",17031,"Cook",17031221300,"Census Tract 2213, Cook County, Illinois",0.5209
"723",17,"ILLINOIS","IL",17031,"Cook",17031221400,"Census Tract 2214, Cook County, Illinois",0.3135
"724",17,"ILLINOIS","IL",17031,"Cook",17031221500,"Census Tract 2215, Cook County, Illinois",0.2396
"725",17,"ILLINOIS","IL",17031,"Cook",17031222800,"Census Tract 2228, Cook County, Illinois",0.6103
"726",17,"ILLINOIS","IL",17031,"Cook",17031230700,"Census Tract 2307, Cook County, Illinois",0.914
"727",17,"ILLINOIS","IL",17031,"Cook",17031230800,"Census Tract 2308, Cook County, Illinois",0.8331
"728",17,"ILLINOIS","IL",17031,"Cook",17031230900,"Census Tract 2309, Cook County, Illinois",0.8868
"729",17,"ILLINOIS","IL",17031,"Cook",17031231100,"Census Tract 2311, Cook County, Illinois",0.9292
"730",17,"ILLINOIS","IL",17031,"Cook",17031231500,"Census Tract 2315, Cook County, Illinois",0.9641
"731",17,"ILLINOIS","IL",17031,"Cook",17031240300,"Census Tract 2403, Cook County, Illinois",0.0618
"732",17,"ILLINOIS","IL",17031,"Cook",17031240500,"Census Tract 2405, Cook County, Illinois",0.0104
"733",17,"ILLINOIS","IL",17031,"Cook",17031240700,"Census Tract 2407, Cook County, Illinois",0.4916
"734",17,"ILLINOIS","IL",17031,"Cook",17031240800,"Census Tract 2408, Cook County, Illinois",0.7559
"735",17,"ILLINOIS","IL",17031,"Cook",17031240900,"Census Tract 2409, Cook County, Illinois",0.6348
"736",17,"ILLINOIS","IL",17031,"Cook",17031241000,"Census Tract 2410, Cook County, Illinois",0.7137
"737",17,"ILLINOIS","IL",17031,"Cook",17031241100,"Census Tract 2411, Cook County, Illinois",0.354
"738",17,"ILLINOIS","IL",17031,"Cook",17031241200,"Census Tract 2412, Cook County, Illinois",0.2577
"739",17,"ILLINOIS","IL",17031,"Cook",17031241300,"Census Tract 2413, Cook County, Illinois",0.2531
"740",17,"ILLINOIS","IL",17031,"Cook",17031241400,"Census Tract 2414, Cook County, Illinois",0.1937
"741",17,"ILLINOIS","IL",17031,"Cook",17031242000,"Census Tract 2420, Cook County, Illinois",0.4401
"742",17,"ILLINOIS","IL",17031,"Cook",17031242500,"Census Tract 2425, Cook County, Illinois",0.4142
"743",17,"ILLINOIS","IL",17031,"Cook",17031242600,"Census Tract 2426, Cook County, Illinois",0.2981
"744",17,"ILLINOIS","IL",17031,"Cook",17031242700,"Census Tract 2427, Cook County, Illinois",0.6098
"745",17,"ILLINOIS","IL",17031,"Cook",17031243400,"Census Tract 2434, Cook County, Illinois",0.2995
"746",17,"ILLINOIS","IL",17031,"Cook",17031243500,"Census Tract 2435, Cook County, Illinois",0.1254
"747",17,"ILLINOIS","IL",17031,"Cook",17031250200,"Census Tract 2502, Cook County, Illinois",0.7986
"748",17,"ILLINOIS","IL",17031,"Cook",17031250300,"Census Tract 2503, Cook County, Illinois",0.8222
"749",17,"ILLINOIS","IL",17031,"Cook",17031250700,"Census Tract 2507, Cook County, Illinois",0.783
"750",17,"ILLINOIS","IL",17031,"Cook",17031251000,"Census Tract 2510, Cook County, Illinois",0.8215
"751",17,"ILLINOIS","IL",17031,"Cook",17031251100,"Census Tract 2511, Cook County, Illinois",0.9877
"752",17,"ILLINOIS","IL",17031,"Cook",17031251300,"Census Tract 2513, Cook County, Illinois",0.9735
"753",17,"ILLINOIS","IL",17031,"Cook",17031251400,"Census Tract 2514, Cook County, Illinois",0.8669
"754",17,"ILLINOIS","IL",17031,"Cook",17031251500,"Census Tract 2515, Cook County, Illinois",0.9804
"755",17,"ILLINOIS","IL",17031,"Cook",17031251600,"Census Tract 2516, Cook County, Illinois",0.8791
"756",17,"ILLINOIS","IL",17031,"Cook",17031251700,"Census Tract 2517, Cook County, Illinois",0.8645
"757",17,"ILLINOIS","IL",17031,"Cook",17031251800,"Census Tract 2518, Cook County, Illinois",0.9547
"758",17,"ILLINOIS","IL",17031,"Cook",17031252000,"Census Tract 2520, Cook County, Illinois",0.9167
"759",17,"ILLINOIS","IL",17031,"Cook",17031252101,"Census Tract 2521.01, Cook County, Illinois",0.708
"760",17,"ILLINOIS","IL",17031,"Cook",17031252202,"Census Tract 2522.02, Cook County, Illinois",0.9797
"761",17,"ILLINOIS","IL",17031,"Cook",17031260500,"Census Tract 2605, Cook County, Illinois",0.98
"762",17,"ILLINOIS","IL",17031,"Cook",17031260700,"Census Tract 2607, Cook County, Illinois",0.9441
"763",17,"ILLINOIS","IL",17031,"Cook",17031260800,"Census Tract 2608, Cook County, Illinois",0.9213
"764",17,"ILLINOIS","IL",17031,"Cook",17031261000,"Census Tract 2610, Cook County, Illinois",0.8586
"765",17,"ILLINOIS","IL",17031,"Cook",17031271400,"Census Tract 2714, Cook County, Illinois",0.9279
"766",17,"ILLINOIS","IL",17031,"Cook",17031271500,"Census Tract 2715, Cook County, Illinois",0.7594
"767",17,"ILLINOIS","IL",17031,"Cook",17031283200,"Census Tract 2832, Cook County, Illinois",0.3486
"768",17,"ILLINOIS","IL",17031,"Cook",17031290900,"Census Tract 2909, Cook County, Illinois",0.8849
"769",17,"ILLINOIS","IL",17031,"Cook",17031291200,"Census Tract 2912, Cook County, Illinois",0.8525
"770",17,"ILLINOIS","IL",17031,"Cook",17031292200,"Census Tract 2922, Cook County, Illinois",0.7893
"771",17,"ILLINOIS","IL",17031,"Cook",17031292400,"Census Tract 2924, Cook County, Illinois",0.8193
"772",17,"ILLINOIS","IL",17031,"Cook",17031292500,"Census Tract 2925, Cook County, Illinois",0.757
"773",17,"ILLINOIS","IL",17031,"Cook",17031300900,"Census Tract 3009, Cook County, Illinois",0.8328
"774",17,"ILLINOIS","IL",17031,"Cook",17031301200,"Census Tract 3012, Cook County, Illinois",0.9423
"775",17,"ILLINOIS","IL",17031,"Cook",17031301600,"Census Tract 3016, Cook County, Illinois",0.9651
"776",17,"ILLINOIS","IL",17031,"Cook",17031301702,"Census Tract 3017.02, Cook County, Illinois",0.8038
"777",17,"ILLINOIS","IL",17031,"Cook",17031301801,"Census Tract 3018.01, Cook County, Illinois",0.8651
"778",17,"ILLINOIS","IL",17031,"Cook",17031301803,"Census Tract 3018.03, Cook County, Illinois",0.8307
"779",17,"ILLINOIS","IL",17031,"Cook",17031310300,"Census Tract 3103, Cook County, Illinois",0.6639
"780",17,"ILLINOIS","IL",17031,"Cook",17031310500,"Census Tract 3105, Cook County, Illinois",0.3665
"781",17,"ILLINOIS","IL",17031,"Cook",17031310600,"Census Tract 3106, Cook County, Illinois",0.781
"782",17,"ILLINOIS","IL",17031,"Cook",17031310700,"Census Tract 3107, Cook County, Illinois",0.8626
"783",17,"ILLINOIS","IL",17031,"Cook",17031310800,"Census Tract 3108, Cook County, Illinois",0.5503
"784",17,"ILLINOIS","IL",17031,"Cook",17031330100,"Census Tract 3301, Cook County, Illinois",0.1614
"785",17,"ILLINOIS","IL",17031,"Cook",17031340300,"Census Tract 3403, Cook County, Illinois",0.8545
"786",17,"ILLINOIS","IL",17031,"Cook",17031340500,"Census Tract 3405, Cook County, Illinois",0.8848
"787",17,"ILLINOIS","IL",17031,"Cook",17031380100,"Census Tract 3801, Cook County, Illinois",0.9052
"788",17,"ILLINOIS","IL",17031,"Cook",17031380500,"Census Tract 3805, Cook County, Illinois",0.7801
"789",17,"ILLINOIS","IL",17031,"Cook",17031381400,"Census Tract 3814, Cook County, Illinois",0.6866
"790",17,"ILLINOIS","IL",17031,"Cook",17031381800,"Census Tract 3818, Cook County, Illinois",0.5843
"791",17,"ILLINOIS","IL",17031,"Cook",17031381900,"Census Tract 3819, Cook County, Illinois",0.6438
"792",17,"ILLINOIS","IL",17031,"Cook",17031390500,"Census Tract 3905, Cook County, Illinois",0.3587
"793",17,"ILLINOIS","IL",17031,"Cook",17031400300,"Census Tract 4003, Cook County, Illinois",0.8709
"794",17,"ILLINOIS","IL",17031,"Cook",17031400400,"Census Tract 4004, Cook County, Illinois",0.9329
"795",17,"ILLINOIS","IL",17031,"Cook",17031400500,"Census Tract 4005, Cook County, Illinois",0.7688
"796",17,"ILLINOIS","IL",17031,"Cook",17031410500,"Census Tract 4105, Cook County, Illinois",0.419
"797",17,"ILLINOIS","IL",17031,"Cook",17031420600,"Census Tract 4206, Cook County, Illinois",0.8665
"798",17,"ILLINOIS","IL",17031,"Cook",17031420700,"Census Tract 4207, Cook County, Illinois",0.968
"799",17,"ILLINOIS","IL",17031,"Cook",17031420800,"Census Tract 4208, Cook County, Illinois",0.8342
"800",17,"ILLINOIS","IL",17031,"Cook",17031421200,"Census Tract 4212, Cook County, Illinois",0.8528
"801",17,"ILLINOIS","IL",17031,"Cook",17031430101,"Census Tract 4301.01, Cook County, Illinois",0.6835
"802",17,"ILLINOIS","IL",17031,"Cook",17031430200,"Census Tract 4302, Cook County, Illinois",0.8754
"803",17,"ILLINOIS","IL",17031,"Cook",17031430300,"Census Tract 4303, Cook County, Illinois",0.8804
"804",17,"ILLINOIS","IL",17031,"Cook",17031430400,"Census Tract 4304, Cook County, Illinois",0.9146
"805",17,"ILLINOIS","IL",17031,"Cook",17031430600,"Census Tract 4306, Cook County, Illinois",0.8029
"806",17,"ILLINOIS","IL",17031,"Cook",17031430900,"Census Tract 4309, Cook County, Illinois",0.8343
"807",17,"ILLINOIS","IL",17031,"Cook",17031431200,"Census Tract 4312, Cook County, Illinois",0.5848
"808",17,"ILLINOIS","IL",17031,"Cook",17031431301,"Census Tract 4313.01, Cook County, Illinois",0.9696
"809",17,"ILLINOIS","IL",17031,"Cook",17031431302,"Census Tract 4313.02, Cook County, Illinois",0.8538
"810",17,"ILLINOIS","IL",17031,"Cook",17031440101,"Census Tract 4401.01, Cook County, Illinois",0.9392
"811",17,"ILLINOIS","IL",17031,"Cook",17031440102,"Census Tract 4401.02, Cook County, Illinois",0.6916
"812",17,"ILLINOIS","IL",17031,"Cook",17031440201,"Census Tract 4402.01, Cook County, Illinois",0.8416
"813",17,"ILLINOIS","IL",17031,"Cook",17031440202,"Census Tract 4402.02, Cook County, Illinois",0.7711
"814",17,"ILLINOIS","IL",17031,"Cook",17031440300,"Census Tract 4403, Cook County, Illinois",0.7194
"815",17,"ILLINOIS","IL",17031,"Cook",17031440700,"Census Tract 4407, Cook County, Illinois",0.452
"816",17,"ILLINOIS","IL",17031,"Cook",17031440800,"Census Tract 4408, Cook County, Illinois",0.8506
"817",17,"ILLINOIS","IL",17031,"Cook",17031440900,"Census Tract 4409, Cook County, Illinois",0.7701
"818",17,"ILLINOIS","IL",17031,"Cook",17031460100,"Census Tract 4601, Cook County, Illinois",0.9064
"819",17,"ILLINOIS","IL",17031,"Cook",17031460200,"Census Tract 4602, Cook County, Illinois",0.9667
"820",17,"ILLINOIS","IL",17031,"Cook",17031460301,"Census Tract 4603.01, Cook County, Illinois",0.8449
"821",17,"ILLINOIS","IL",17031,"Cook",17031460302,"Census Tract 4603.02, Cook County, Illinois",0.928
"822",17,"ILLINOIS","IL",17031,"Cook",17031460400,"Census Tract 4604, Cook County, Illinois",0.7017
"823",17,"ILLINOIS","IL",17031,"Cook",17031460500,"Census Tract 4605, Cook County, Illinois",0.4924
"824",17,"ILLINOIS","IL",17031,"Cook",17031460600,"Census Tract 4606, Cook County, Illinois",0.8168
"825",17,"ILLINOIS","IL",17031,"Cook",17031460700,"Census Tract 4607, Cook County, Illinois",0.931
"826",17,"ILLINOIS","IL",17031,"Cook",17031470100,"Census Tract 4701, Cook County, Illinois",0.8179
"827",17,"ILLINOIS","IL",17031,"Cook",17031480200,"Census Tract 4802, Cook County, Illinois",0.6794
"828",17,"ILLINOIS","IL",17031,"Cook",17031480300,"Census Tract 4803, Cook County, Illinois",0.6777
"829",17,"ILLINOIS","IL",17031,"Cook",17031480500,"Census Tract 4805, Cook County, Illinois",0.7235
"830",17,"ILLINOIS","IL",17031,"Cook",17031490500,"Census Tract 4905, Cook County, Illinois",0.6633
"831",17,"ILLINOIS","IL",17031,"Cook",17031490901,"Census Tract 4909.01, Cook County, Illinois",0.8469
"832",17,"ILLINOIS","IL",17031,"Cook",17031490902,"Census Tract 4909.02, Cook County, Illinois",0.7249
"833",17,"ILLINOIS","IL",17031,"Cook",17031491000,"Census Tract 4910, Cook County, Illinois",0.9655
"834",17,"ILLINOIS","IL",17031,"Cook",17031491100,"Census Tract 4911, Cook County, Illinois",0.7461
"835",17,"ILLINOIS","IL",17031,"Cook",17031491300,"Census Tract 4913, Cook County, Illinois",0.9647
"836",17,"ILLINOIS","IL",17031,"Cook",17031500200,"Census Tract 5002, Cook County, Illinois",0.9068
"837",17,"ILLINOIS","IL",17031,"Cook",17031500300,"Census Tract 5003, Cook County, Illinois",0.5877
"838",17,"ILLINOIS","IL",17031,"Cook",17031520100,"Census Tract 5201, Cook County, Illinois",0.8215
"839",17,"ILLINOIS","IL",17031,"Cook",17031520600,"Census Tract 5206, Cook County, Illinois",0.8508
"840",17,"ILLINOIS","IL",17031,"Cook",17031530100,"Census Tract 5301, Cook County, Illinois",0.9386
"841",17,"ILLINOIS","IL",17031,"Cook",17031530200,"Census Tract 5302, Cook County, Illinois",0.9076
"842",17,"ILLINOIS","IL",17031,"Cook",17031530600,"Census Tract 5306, Cook County, Illinois",0.8021
"843",17,"ILLINOIS","IL",17031,"Cook",17031540101,"Census Tract 5401.01, Cook County, Illinois",0.9166
"844",17,"ILLINOIS","IL",17031,"Cook",17031540102,"Census Tract 5401.02, Cook County, Illinois",0.8335
"845",17,"ILLINOIS","IL",17031,"Cook",17031570300,"Census Tract 5703, Cook County, Illinois",0.815
"846",17,"ILLINOIS","IL",17031,"Cook",17031580200,"Census Tract 5802, Cook County, Illinois",0.8
"847",17,"ILLINOIS","IL",17031,"Cook",17031580501,"Census Tract 5805.01, Cook County, Illinois",0.852
"848",17,"ILLINOIS","IL",17031,"Cook",17031580600,"Census Tract 5806, Cook County, Illinois",0.7921
"849",17,"ILLINOIS","IL",17031,"Cook",17031580700,"Census Tract 5807, Cook County, Illinois",0.814
"850",17,"ILLINOIS","IL",17031,"Cook",17031580800,"Census Tract 5808, Cook County, Illinois",0.8055
"851",17,"ILLINOIS","IL",17031,"Cook",17031590700,"Census Tract 5907, Cook County, Illinois",0.7973
"852",17,"ILLINOIS","IL",17031,"Cook",17031600600,"Census Tract 6006, Cook County, Illinois",0.6437
"853",17,"ILLINOIS","IL",17031,"Cook",17031600700,"Census Tract 6007, Cook County, Illinois",0.7558
"854",17,"ILLINOIS","IL",17031,"Cook",17031611000,"Census Tract 6110, Cook County, Illinois",0.8877
"855",17,"ILLINOIS","IL",17031,"Cook",17031611100,"Census Tract 6111, Cook County, Illinois",0.848
"856",17,"ILLINOIS","IL",17031,"Cook",17031611200,"Census Tract 6112, Cook County, Illinois",0.9138
"857",17,"ILLINOIS","IL",17031,"Cook",17031611300,"Census Tract 6113, Cook County, Illinois",0.9259
"858",17,"ILLINOIS","IL",17031,"Cook",17031611700,"Census Tract 6117, Cook County, Illinois",0.8265
"859",17,"ILLINOIS","IL",17031,"Cook",17031611800,"Census Tract 6118, Cook County, Illinois",0.7105
"860",17,"ILLINOIS","IL",17031,"Cook",17031611900,"Census Tract 6119, Cook County, Illinois",0.8847
"861",17,"ILLINOIS","IL",17031,"Cook",17031612000,"Census Tract 6120, Cook County, Illinois",0.8366
"862",17,"ILLINOIS","IL",17031,"Cook",17031612100,"Census Tract 6121, Cook County, Illinois",0.911
"863",17,"ILLINOIS","IL",17031,"Cook",17031620100,"Census Tract 6201, Cook County, Illinois",0.7254
"864",17,"ILLINOIS","IL",17031,"Cook",17031630200,"Census Tract 6302, Cook County, Illinois",0.8064
"865",17,"ILLINOIS","IL",17031,"Cook",17031630400,"Census Tract 6304, Cook County, Illinois",0.8375
