"","fips","year","countyfips","statefips","stateusps","pop","z_ED_nat","z_HE_nat","z_SE_nat","z_COI_nat","c5_ED_nat","c5_HE_nat","c5_SE_nat","c5_COI_nat","r_ED_nat","r_HE_nat","r_SE_nat","r_COI_nat","c5_ED_stt","c5_HE_stt","c5_SE_stt","c5_COI_stt","r_ED_stt","r_HE_stt","r_SE_stt","r_COI_stt","c5_ED_met","c5_HE_met","c5_SE_met","c5_COI_met","r_ED_met","r_HE_met","r_SE_met","r_COI_met"
"1",17031010100,2015,17031,17,"IL",911,-0.020885479,-0.037210643,-0.25639954,-0.036158562,"Moderate","Very Low","Very Low","Very Low",42,11,10,12,"Moderate","Very Low","Very Low","Very Low",41,13,12,13,"Low","Very Low","Very Low","Very Low",38,14,13,15
"2",17031010201,2015,17031,17,"IL",1691,-0.041261777,-0.0093375966,-0.25760138,-0.035603914,"Low","Low","Very Low","Very Low",30,25,10,13,"Low","Low","Very Low","Very Low",28,27,12,14,"Low","Low","Very Low","Very Low",27,30,13,15
"3",17031010202,2015,17031,17,"IL",429,-0.027078701,-0.054912914,-0.10385464,-0.020928623,"Low","Very Low","Low","Low",38,6,27,23,"Low","Very Low","Low","Low",37,8,25,23,"Low","Very Low","Low","Low",34,9,27,25
"4",17031010300,2015,17031,17,"IL",804,-0.01995153,-0.052034259,-0.066414356,-0.015467526,"Moderate","Very Low","Low","Low",43,7,33,28,"Moderate","Very Low","Low","Low",42,8,30,27,"Low","Very Low","Low","Low",38,10,31,29
"5",17031010400,2015,17031,17,"IL",723,0.0015213481,0.0012069084,-0.12138099,-0.013860083,"Moderate","Low","Low","Low",55,32,24,30,"Moderate","Low","Low","Low",55,36,23,29,"Moderate","Low","Low","Low",48,38,24,30
"6",17031010501,2015,17031,17,"IL",472,-0.024693167,-0.015933523,-0.11834441,-0.018225642,"Low","Low","Low","Low",40,21,25,25,"Low","Low","Low","Low",39,23,23,25,"Low","Low","Low","Low",36,25,25,27
"7",17031010502,2015,17031,17,"IL",219,-0.0064179357,-0.024634235,0.012412393,-0.0018725934,"Moderate","Very Low","Moderate","Moderate",51,16,47,43,"Moderate","Very Low","Moderate","Low",51,18,42,39,"Moderate","Very Low","Moderate","Low",44,20,43,40
"8",17031010503,2015,17031,17,"IL",142,-0.045727856,-0.029514967,-0.17226256,-0.028282916,"Low","Very Low","Very Low","Very Low",27,14,18,17,"Low","Very Low","Very Low","Very Low",26,15,17,18,"Low","Very Low","Very Low","Very Low",25,17,19,20
"9",17031010600,2015,17031,17,"IL",924,-0.014901049,-0.01125562,-0.049706336,-0.0086401831,"Moderate","Low","Low","Low",46,23,35,35,"Moderate","Low","Low","Low",45,26,32,33,"Low","Low","Low","Low",40,28,33,35
"10",17031010701,2015,17031,17,"IL",930,-0.029307598,0.0054434044,0.0027889221,-0.0023450847,"Low","Low","Moderate","Moderate",37,36,45,42,"Low","Low","Moderate","Low",35,39,41,39,"Low","Moderate","Moderate","Low",33,42,41,39
"11",17031010702,2015,17031,17,"IL",1435,-0.030357733,-0.015034638,-0.14391521,-0.021740273,"Low","Low","Low","Low",36,21,21,22,"Low","Low","Very Low","Low",35,23,20,23,"Low","Low","Low","Low",33,26,22,24
"12",17031020100,2015,17031,17,"IL",971,-0.036364604,-0.031952415,-0.12410657,-0.021887405,"Low","Very Low","Low","Low",33,13,24,22,"Low","Very Low","Low","Low",31,15,23,23,"Low","Very Low","Low","Low",30,16,24,24
"13",17031020200,2015,17031,17,"IL",2190,-0.014316008,0.029348657,0.086746231,0.011639585,"Moderate","Moderate","High","Moderate",46,59,62,59,"Moderate","High","Moderate","Moderate",46,66,57,54,"Moderate","High","Moderate","Moderate",41,67,57,52
"14",17031020301,2015,17031,17,"IL",1605,0.0011035805,0.013626712,0.14272502,0.018211355,"Moderate","Moderate","High","High",55,43,74,67,"Moderate","Moderate","High","High",55,47,70,63,"Moderate","Moderate","High","Moderate",48,50,68,60
"15",17031020302,2015,17031,17,"IL",1253,-0.010343361,-0.012863256,-0.0018002335,-0.0027183183,"Moderate","Low","Moderate","Moderate",49,22,44,42,"Moderate","Low","Low","Low",49,24,40,39,"Moderate","Low","Low","Low",43,27,40,39
"16",17031020400,2015,17031,17,"IL",1090,-0.026671402,0.0028692733,0.04675442,0.0028019482,"Low","Low","Moderate","Moderate",39,34,54,48,"Low","Low","Moderate","Moderate",37,37,48,45,"Low","Low","Moderate","Moderate",34,40,49,44
"17",17031020500,2015,17031,17,"IL",1388,-0.034963895,-0.03100796,-0.1890042,-0.02920109,"Low","Very Low","Very Low","Very Low",34,13,16,17,"Low","Very Low","Very Low","Very Low",32,15,16,18,"Low","Very Low","Very Low","Very Low",31,17,18,20
"18",17031020601,2015,17031,17,"IL",1700,-0.024710506,0.0010214373,-0.025080027,-0.00555446,"Low","Low","Low","Low",40,32,40,38,"Low","Low","Low","Low",38,35,35,36,"Low","Low","Low","Low",35,38,37,37
"19",17031020602,2015,17031,17,"IL",1323,-0.026151683,-0.021110922,-0.12542802,-0.019761754,"Low","Very Low","Low","Low",39,18,24,24,"Low","Very Low","Low","Low",38,20,22,24,"Low","Low","Low","Low",35,22,24,26
"20",17031020701,2015,17031,17,"IL",413,0.00074532529,0.0060673347,0.14483993,0.01761765,"Moderate","Low","High","High",55,36,75,66,"Moderate","Low","High","High",54,40,70,62,"Moderate","Moderate","High","Moderate",48,43,69,60
"21",17031020702,2015,17031,17,"IL",2012,-0.03426582,-0.0006642919,-0.00061676273,-0.0039385054,"Low","Low","Moderate","Low",34,31,45,40,"Low","Low","Low","Low",32,34,40,37,"Low","Low","Low","Low",31,37,40,38
"22",17031020801,2015,17031,17,"IL",1037,-0.028726745,-0.015156489,-0.036589801,-0.0090553043,"Low","Low","Low","Low",37,21,38,35,"Low","Low","Low","Low",36,23,33,33,"Low","Low","Low","Low",34,26,35,34
"23",17031020802,2015,17031,17,"IL",1735,-0.032639932,-0.021686295,-0.1247827,-0.020466249,"Low","Very Low","Low","Low",35,17,24,24,"Low","Very Low","Low","Low",33,19,23,24,"Low","Low","Low","Low",32,22,24,25
"24",17031020901,2015,17031,17,"IL",1573,-0.026817106,-0.021786507,-0.11400288,-0.018574538,"Low","Very Low","Low","Low",39,17,25,25,"Low","Very Low","Low","Low",37,19,24,25,"Low","Low","Low","Low",34,21,25,27
"25",17031020902,2015,17031,17,"IL",861,-0.034263838,-0.015950538,-0.12606491,-0.020188181,"Low","Low","Low","Low",34,21,24,24,"Low","Low","Low","Low",32,23,22,24,"Low","Low","Low","Low",31,25,24,25
"26",17031030101,2015,17031,17,"IL",297,-0.018654983,-0.039139219,-0.13179356,-0.021583136,"Moderate","Very Low","Low","Low",44,10,23,23,"Moderate","Very Low","Low","Low",43,12,21,23,"Low","Very Low","Low","Low",39,13,23,25
"27",17031030102,2015,17031,17,"IL",105,-0.0053433324,-0.033690687,0.038637839,0.0003458487,"Moderate","Very Low","Moderate","Moderate",52,12,52,45,"Moderate","Very Low","Moderate","Moderate",51,14,47,42,"Moderate","Very Low","Moderate","Moderate",45,16,47,42
"28",17031030103,2015,17031,17,"IL",98,-0.022598734,-0.030608401,0.075454146,0.0030544654,"Moderate","Very Low","Moderate","Moderate",41,13,60,49,"Low","Very Low","Moderate","Moderate",40,15,54,45,"Low","Very Low","Moderate","Moderate",37,17,54,45
"29",17031030104,2015,17031,17,"IL",108,-0.005492243,-0.023786973,-0.064799786,-0.010685426,"Moderate","Very Low","Low","Low",51,16,33,33,"Moderate","Very Low","Low","Low",51,18,30,31,"Moderate","Low","Low","Low",45,21,31,33
"30",17031030200,2015,17031,17,"IL",573,-0.0043265391,0.010652849,0.12962066,0.015766442,"Moderate","Low","High","High",52,40,71,64,"Moderate","Moderate","High","Moderate",52,44,67,59,"Moderate","Moderate","High","Moderate",45,47,66,57
"31",17031030300,2015,17031,17,"IL",656,-0.024008056,-0.028998233,-0.13005106,-0.020898852,"Low","Very Low","Low","Low",40,14,23,23,"Low","Very Low","Low","Low",39,16,22,23,"Low","Very Low","Low","Low",36,18,23,25
"32",17031030400,2015,17031,17,"IL",399,-0.0052268105,-0.033755258,-0.078372687,-0.013294823,"Moderate","Very Low","Low","Low",52,12,31,30,"Moderate","Very Low","Low","Low",51,14,28,29,"Moderate","Very Low","Low","Low",45,16,29,31
"33",17031030500,2015,17031,17,"IL",826,-0.0099572269,0.011125599,0.12308343,0.014430282,"Moderate","Moderate","High","High",49,41,70,62,"Moderate","Moderate","High","Moderate",49,45,65,57,"Moderate","Moderate","High","Moderate",43,47,64,55
"34",17031030601,2015,17031,17,"IL",588,-0.017962087,-0.014452619,-0.029653257,-0.0069791689,"Moderate","Low","Low","Low",44,22,39,37,"Moderate","Low","Low","Low",43,24,34,35,"Low","Low","Low","Low",39,26,36,36
"35",17031030603,2015,17031,17,"IL",245,-0.01818083,-0.034972306,-0.21026736,-0.030241527,"Moderate","Very Low","Very Low","Very Low",44,12,14,16,"Moderate","Very Low","Very Low","Very Low",43,13,15,17,"Low","Very Low","Very Low","Very Low",39,15,16,19
"36",17031030604,2015,17031,17,"IL",339,-0.01343854,0.00086678081,0.020091612,0.00094624091,"Moderate","Low","Moderate","Moderate",47,32,49,46,"Moderate","Low","Moderate","Moderate",46,35,43,42,"Moderate","Low","Moderate","Moderate",41,38,43,42
"37",17031030701,2015,17031,17,"IL",144,-0.006666637,-0.0067156297,-0.18805654,-0.023382604,"Moderate","Low","Very Low","Low",51,26,16,21,"Moderate","Low","Very Low","Low",51,29,16,22,"Moderate","Low","Very Low","Low",44,32,18,23
"38",17031030702,2015,17031,17,"IL",37,0.016958142,0.012410461,0.17423612,0.023514101,"High","Moderate","Very High","High",63,42,81,73,"High","Moderate","High","High",61,46,78,70,"Moderate","Moderate","High","High",54,49,77,66
"39",17031030703,2015,17031,17,"IL",213,-0.027908025,-0.017420955,-0.062311769,-0.012204358,"Low","Very Low","Low","Low",38,20,33,31,"Low","Low","Low","Low",36,22,30,30,"Low","Low","Low","Low",34,24,32,31
"40",17031030706,2015,17031,17,"IL",434,-0.018784534,-0.0027917,0.10876304,0.010308076,"Moderate","Low","High","Moderate",44,29,67,57,"Moderate","Low","High","Moderate",42,32,63,52,"Low","Low","High","Moderate",39,35,62,51
"41",17031030800,2015,17031,17,"IL",548,-0.0081705432,0.012185548,0.096430682,0.011632025,"Moderate","Moderate","High","Moderate",50,42,64,59,"Moderate","Moderate","Moderate","Moderate",50,45,60,54,"Moderate","Moderate","Moderate","Moderate",43,48,59,52
"42",17031030900,2015,17031,17,"IL",313,-0.015540849,0.0011459459,0.20351765,0.022135573,"Moderate","Low","Very High","High",46,32,86,71,"Moderate","Low","Very High","High",44,36,85,68,"Low","Low","Very High","High",40,38,83,65
"43",17031031000,2015,17031,17,"IL",539,0.0010827731,0.0084169535,0.14017898,0.017360304,"Moderate","Low","High","High",55,38,74,66,"Moderate","Moderate","High","High",54,42,69,62,"Moderate","Moderate","High","Moderate",48,45,68,59
"44",17031031100,2015,17031,17,"IL",325,-0.030463392,0.017864788,-0.043858711,-0.0065979213,"Low","Moderate","Low","Low",36,47,36,37,"Low","Moderate","Low","Low",35,53,33,35,"Low","Moderate","Low","Low",33,55,34,36
"45",17031031200,2015,17031,17,"IL",1015,-0.010656556,-0.019443486,-0.1343983,-0.01891467,"Moderate","Very Low","Low","Low",49,19,23,25,"Moderate","Low","Low","Low",49,21,21,25,"Moderate","Low","Low","Low",42,23,23,26
"46",17031031300,2015,17031,17,"IL",956,-0.01446656,0.013797395,-0.085969113,-0.010167752,"Moderate","Moderate","Low","Low",46,43,30,33,"Moderate","Moderate","Low","Low",46,47,27,32,"Moderate","Moderate","Low","Low",41,51,29,33
"47",17031031400,2015,17031,17,"IL",252,0.0058674011,0.019887557,0.24376012,0.031185817,"Moderate","Moderate","Very High","Very High",58,49,93,81,"Moderate","Moderate","Very High","High",57,55,94,79,"Moderate","Moderate","Very High","High",50,57,93,75
"48",17031031501,2015,17031,17,"IL",686,-0.031715848,-0.020172482,-0.29354423,-0.039885908,"Low","Very Low","Very Low","Very Low",36,18,8,10,"Low","Very Low","Very Low","Very Low",34,20,10,12,"Low","Low","Very Low","Very Low",32,22,11,13
"49",17031031502,2015,17031,17,"IL",691,-0.013673214,-0.020114962,-0.25259575,-0.033105172,"Moderate","Very Low","Very Low","Very Low",47,18,11,14,"Moderate","Very Low","Very Low","Very Low",46,20,12,16,"Moderate","Low","Very Low","Very Low",41,22,13,17
"50",17031031700,2015,17031,17,"IL",932,-0.0088452492,-0.0037005835,-0.11368927,-0.014631288,"Moderate","Low","Low","Low",50,29,25,29,"Moderate","Low","Low","Low",49,32,24,28,"Moderate","Low","Low","Low",43,34,25,30
"51",17031031800,2015,17031,17,"IL",257,0.014628596,0.0091064684,0.22821695,0.029201759,"High","Low","Very High","High",62,39,90,79,"Moderate","Moderate","Very High","High",60,43,91,76,"Moderate","Moderate","Very High","High",53,45,90,73
"52",17031031900,2015,17031,17,"IL",271,0.016064338,0.020876162,0.13596682,0.019848464,"High","Moderate","High","High",63,50,73,69,"High","Moderate","High","High",61,56,68,65,"Moderate","Moderate","High","High",54,58,67,62
"53",17031032100,2015,17031,17,"IL",554,-0.0077972468,-0.016455218,0.079140641,0.0066233044,"Moderate","Very Low","High","Moderate",50,20,61,53,"Moderate","Low","Moderate","Moderate",50,22,55,48,"Moderate","Low","Moderate","Moderate",44,25,55,47
"54",17031040100,2015,17031,17,"IL",702,-0.0065660095,-0.015903929,0.14926811,0.014996951,"Moderate","Low","High","High",51,21,76,63,"Moderate","Low","High","Moderate",51,23,71,58,"Moderate","Low","High","Moderate",44,25,70,56
"55",17031040201,2015,17031,17,"IL",1145,0.0054006912,0.013862947,0.074973971,0.01081075,"Moderate","Moderate","Moderate","Moderate",57,43,60,58,"Moderate","Moderate","Moderate","Moderate",56,48,54,53,"Moderate","Moderate","Moderate","Moderate",50,51,54,51
"56",17031040202,2015,17031,17,"IL",1382,-0.013661675,-0.0042514717,-0.073118776,-0.010491566,"Moderate","Low","Low","Low",47,28,32,33,"Moderate","Low","Low","Low",46,31,29,32,"Moderate","Low","Low","Low",41,34,30,33
"57",17031040300,2015,17031,17,"IL",453,0.010227081,0.032077994,0.099611759,0.016148213,"Moderate","High","High","High",60,62,65,64,"Moderate","High","Moderate","Moderate",58,69,60,60,"Moderate","High","Moderate","Moderate",52,70,60,57
"58",17031040401,2015,17031,17,"IL",470,0.016265592,0.028490143,0.20126154,0.028292429,"High","Moderate","Very High","High",63,58,86,78,"High","High","Very High","High",61,65,84,75,"Moderate","High","Very High","High",54,66,83,72
"59",17031040402,2015,17031,17,"IL",930,0.0060384623,0.02184473,0.23498596,0.03038875,"Moderate","Moderate","Very High","High",58,51,91,80,"Moderate","Moderate","Very High","High",57,57,92,78,"Moderate","Moderate","Very High","High",50,59,92,74
"60",17031040600,2015,17031,17,"IL",491,0.030965911,-0.015234498,0.17892163,0.022684351,"High","Low","Very High","High",70,21,82,72,"High","Low","High","High",66,23,79,69,"Moderate","Low","High","High",59,26,78,65
"61",17031040700,2015,17031,17,"IL",540,0.0093415938,0.013973401,0.11853985,0.016340066,"Moderate","Moderate","High","High",59,43,69,64,"Moderate","Moderate","High","Moderate",58,48,64,60,"Moderate","Moderate","High","Moderate",52,51,64,58
"62",17031040800,2015,17031,17,"IL",299,0.029713929,0.034801506,0.15959711,0.025591567,"High","High","High","High",69,65,78,75,"High","High","High","High",66,73,75,72,"Moderate","High","High","High",58,75,73,68
"63",17031040900,2015,17031,17,"IL",212,0.055109493,0.009659254,0.25548482,0.036925279,"High","Low","Very High","Very High",79,39,94,87,"High","Moderate","Very High","Very High",75,43,95,85,"High","Moderate","Very High","Very High",69,46,95,83
"64",17031050100,2015,17031,17,"IL",563,0.05194607,0.01058136,0.19652845,0.029796498,"High","Low","Very High","High",78,40,85,79,"High","Moderate","Very High","High",73,44,83,77,"High","Moderate","Very High","High",67,47,82,74
"65",17031050200,2015,17031,17,"IL",1269,0.042635214,0.027566541,0.25000861,0.036801308,"High","Moderate","Very High","Very High",74,57,93,86,"High","High","Very High","Very High",70,64,94,85,"High","High","Very High","Very High",64,65,94,82
"66",17031050300,2015,17031,17,"IL",533,0.045214586,0.018010365,0.074562684,0.015612937,"High","Moderate","Moderate","High",75,47,60,64,"High","Moderate","Moderate","Moderate",71,53,54,59,"High","Moderate","Moderate","Moderate",64,55,54,56
"67",17031050500,2015,17031,17,"IL",1773,0.060200855,0.027125027,0.28824437,0.043159965,"High","Moderate","Very High","Very High",80,56,97,92,"High","High","Very High","Very High",77,63,98,91,"High","High","Very High","Very High",71,65,99,90
"68",17031050600,2015,17031,17,"IL",313,0.062281646,0.024157079,0.32237309,0.047056507,"Very High","Moderate","Very High","Very High",81,53,99,94,"High","Moderate","Very High","Very High",78,60,100,94,"High","High","Very High","Very High",72,61,100,93
"69",17031050700,2015,17031,17,"IL",328,0.056237996,0.030846821,0.32316342,0.047187686,"High","Moderate","Very High","Very High",79,60,99,94,"High","High","Very High","Very High",75,67,100,94,"High","High","Very High","Very High",70,68,100,93
"70",17031050800,2015,17031,17,"IL",369,0.058952101,0.020362122,0.2547923,0.03840385,"High","Moderate","Very High","Very High",80,50,94,88,"High","Moderate","Very High","Very High",76,56,95,87,"High","Moderate","Very High","Very High",71,58,95,85
"71",17031050900,2015,17031,17,"IL",366,0.044489417,-0.004135631,0.18999667,0.026649814,"High","Low","Very High","High",75,28,84,76,"High","Low","Very High","High",71,31,81,73,"High","Low","High","High",64,34,80,70
"72",17031051000,2015,17031,17,"IL",454,0.058597542,0.031395864,0.21921733,0.035384189,"High","High","Very High","Very High",80,61,89,85,"High","High","Very High","Very High",76,68,89,83,"High","High","Very High","High",71,69,88,80
"73",17031051100,2015,17031,17,"IL",432,0.060567252,-0.020057712,0.32883674,0.042937286,"High","Very Low","Very High","Very High",80,18,100,92,"High","Very Low","Very High","Very High",77,20,100,91,"High","Low","Very High","Very High",72,22,100,90
"74",17031051200,2015,17031,17,"IL",396,0.053946227,-0.0019378497,0.25554153,0.035574678,"High","Low","Very High","Very High",78,30,94,85,"High","Low","Very High","Very High",74,33,95,83,"High","Low","Very High","Very High",68,35,95,81
"75",17031051300,2015,17031,17,"IL",692,0.059976622,0.02992744,0.30613455,0.04551845,"High","Moderate","Very High","Very High",80,59,99,93,"High","High","Very High","Very High",77,67,99,93,"High","High","Very High","Very High",71,67,100,92
"76",17031051400,2015,17031,17,"IL",370,0.051512338,-0.055452753,0.17222174,0.019919403,"High","Very Low","High","High",78,6,80,69,"High","Very Low","High","High",73,7,77,65,"High","Very Low","High","High",67,9,76,62
"77",17031060100,2015,17031,17,"IL",609,0.038704738,0.023784705,0.15693477,0.025110252,"High","Moderate","High","High",73,53,77,74,"High","Moderate","High","High",69,59,74,71,"High","High","High","High",62,61,73,68
"78",17031060200,2015,17031,17,"IL",383,0.050896656,-0.034496393,0.13162485,0.017336098,"High","Very Low","High","High",77,12,72,66,"High","Very Low","High","High",73,14,67,62,"High","Very Low","High","Moderate",67,15,66,59
"79",17031060300,2015,17031,17,"IL",772,0.054396357,0.026064696,0.30859566,0.044778131,"High","Moderate","Very High","Very High",78,55,99,93,"High","High","Very High","Very High",74,62,99,93,"High","High","Very High","Very High",68,64,100,92
"80",17031060400,2015,17031,17,"IL",821,0.06148519,0.020108581,0.24111553,0.037062526,"Very High","Moderate","Very High","Very High",81,49,92,87,"High","Moderate","Very High","Very High",77,55,93,85,"High","Moderate","Very High","Very High",72,57,93,83
"81",17031060500,2015,17031,17,"IL",173,-0.0029448124,0.023508808,0.021947537,0.0047234595,"Moderate","Moderate","Moderate","Moderate",53,53,49,50,"Moderate","Moderate","Moderate","Moderate",52,59,44,47,"Moderate","Moderate","Moderate","Moderate",46,60,44,46
"82",17031060800,2015,17031,17,"IL",404,-0.0042285598,0.0067618722,0.21199587,0.024972457,"Moderate","Low","Very High","High",52,37,88,74,"Moderate","Low","Very High","High",52,40,87,71,"Moderate","Moderate","Very High","High",45,43,86,68
"83",17031060900,2015,17031,17,"IL",629,0.024018958,0.019294577,0.22293344,0.030704988,"High","Moderate","Very High","High",67,48,90,80,"High","Moderate","Very High","High",64,54,89,78,"Moderate","Moderate","Very High","High",56,57,89,75
"84",17031061000,2015,17031,17,"IL",122,0.026588695,0.01852762,0.28590196,0.038252361,"High","Moderate","Very High","Very High",68,48,97,88,"High","Moderate","Very High","Very High",65,53,98,87,"Moderate","Moderate","Very High","Very High",57,56,98,85
"85",17031061100,2015,17031,17,"IL",119,0.024231957,0.0058752499,0.23359166,0.03055029,"High","Low","Very High","High",67,36,91,80,"High","Low","Very High","High",64,40,91,78,"Moderate","Moderate","Very High","High",56,43,91,74
"86",17031061200,2015,17031,17,"IL",286,0.05120245,-0.00357562,0.24878024,0.034308676,"High","Low","Very High","Very High",77,29,93,84,"High","Low","Very High","Very High",73,32,94,82,"High","Low","Very High","High",67,34,94,79
"87",17031061500,2015,17031,17,"IL",229,0.061354518,0.026592303,0.30291077,0.044941872,"Very High","Moderate","Very High","Very High",81,56,98,93,"High","High","Very High","Very High",77,63,99,93,"High","High","Very High","Very High",72,64,99,92
"88",17031061800,2015,17031,17,"IL",93,0.037101474,0.021220637,0.148489,0.023676036,"High","Moderate","High","High",72,50,75,73,"High","Moderate","High","High",69,56,71,70,"High","Moderate","High","High",62,58,70,66
"89",17031061901,2015,17031,17,"IL",246,0.04976904,0.011359155,0.20127706,0.030191515,"High","Moderate","Very High","High",77,41,86,80,"High","Moderate","Very High","High",73,45,84,78,"High","Moderate","Very High","High",66,48,83,74
"90",17031061902,2015,17031,17,"IL",181,0.047503386,0.022228234,0.14474456,0.024498448,"High","Moderate","High","High",76,51,75,74,"High","Moderate","High","High",72,57,70,71,"High","Moderate","High","High",65,59,69,67
"91",17031062000,2015,17031,17,"IL",208,0.051571231,0.018190876,0.24630503,0.036366314,"High","Moderate","Very High","Very High",78,47,93,86,"High","Moderate","Very High","Very High",73,53,94,84,"High","Moderate","Very High","Very High",67,55,94,82
"92",17031062100,2015,17031,17,"IL",255,0.048210494,0.0072502862,0.20713235,0.030266538,"High","Low","Very High","High",76,37,87,80,"High","Moderate","Very High","High",72,41,86,78,"High","Moderate","Very High","High",66,44,85,74
"93",17031062200,2015,17031,17,"IL",297,0.038973253,0.020035941,0.29040349,0.040309176,"High","Moderate","Very High","Very High",73,49,98,90,"High","Moderate","Very High","Very High",69,55,99,89,"High","Moderate","Very High","Very High",62,57,99,87
"94",17031062300,2015,17031,17,"IL",348,0.05740599,0.033782147,0.32080427,0.047352847,"High","High","Very High","Very High",79,64,99,95,"High","High","Very High","Very High",76,72,100,94,"High","High","Very High","Very High",70,73,100,93
"95",17031062400,2015,17031,17,"IL",242,0.046094034,0.0089396853,0.2732448,0.037921585,"High","Low","Very High","Very High",76,39,96,87,"High","Moderate","Very High","Very High",71,42,97,86,"High","Moderate","Very High","Very High",65,45,97,84
"96",17031062500,2015,17031,17,"IL",235,0.055686254,0.026425254,0.30894685,0.045000181,"High","Moderate","Very High","Very High",79,56,99,93,"High","High","Very High","Very High",75,63,99,93,"High","High","Very High","Very High",69,64,100,92
"97",17031062600,2015,17031,17,"IL",593,0.054546162,0.036633618,0.31542417,0.046710562,"High","High","Very High","Very High",78,67,99,94,"High","High","Very High","Very High",74,76,100,94,"High","High","Very High","Very High",68,77,100,93
"98",17031062700,2015,17031,17,"IL",541,0.032384984,-0.0045866258,0.31442243,0.039772596,"High","Low","Very High","Very High",70,28,99,89,"High","Low","Very High","Very High",67,30,100,88,"Moderate","Low","Very High","Very High",60,33,100,86
"99",17031062800,2015,17031,17,"IL",583,0.047738943,0.024115695,0.3522675,0.048927516,"High","Moderate","Very High","Very High",76,53,100,96,"High","Moderate","Very High","Very High",72,60,100,95,"High","High","Very High","Very High",65,61,100,95
"100",17031062900,2015,17031,17,"IL",436,0.031589273,0.0070890361,0.18951675,0.026353562,"High","Low","Very High","High",70,37,84,76,"High","Moderate","Very High","High",67,41,81,73,"Moderate","Moderate","High","High",59,44,80,69
"101",17031063000,2015,17031,17,"IL",409,0.051002391,-0.010578403,0.21487649,0.029590655,"High","Low","Very High","High",77,24,88,79,"High","Low","Very High","High",73,26,88,77,"High","Low","Very High","High",67,29,87,74
"102",17031063100,2015,17031,17,"IL",253,0.052245054,0.037462495,0.25588948,0.039599989,"High","High","Very High","Very High",78,68,94,89,"High","High","Very High","Very High",73,77,95,88,"High","High","Very High","Very High",67,78,95,86
"103",17031063200,2015,17031,17,"IL",551,0.043217994,0.02806141,0.15987909,0.026406635,"High","Moderate","High","High",75,57,78,76,"High","High","High","High",71,64,75,73,"High","High","High","High",64,66,74,69
"104",17031063301,2015,17031,17,"IL",102,0.042152811,0.023455217,0.20541568,0.031111604,"High","Moderate","Very High","Very High",74,53,87,81,"High","Moderate","Very High","High",70,59,85,78,"High","Moderate","Very High","High",63,60,85,75
"105",17031063302,2015,17031,17,"IL",196,0.04366795,0.0073913666,0.27927753,0.038192395,"High","Low","Very High","Very High",75,37,97,88,"High","Moderate","Very High","Very High",71,41,98,87,"High","Moderate","Very High","Very High",64,44,98,85
"106",17031063303,2015,17031,17,"IL",26,0.056073036,0.025027342,0.25222301,0.038279362,"High","Moderate","Very High","Very High",79,54,94,88,"High","High","Very High","Very High",75,61,95,87,"High","High","Very High","Very High",70,62,95,85
"107",17031063400,2015,17031,17,"IL",240,0.052950997,0.020492228,0.26934314,0.039449826,"High","Moderate","Very High","Very High",78,50,96,89,"High","Moderate","Very High","Very High",73,56,97,88,"High","Moderate","Very High","Very High",68,58,97,86
"108",17031070101,2015,17031,17,"IL",282,0.070589349,0.018839674,-0.025691148,0.006819536,"Very High","Moderate","Low","Moderate",83,48,40,53,"High","Moderate","Low","Moderate",80,54,35,49,"High","Moderate","Low","Moderate",74,56,37,47
"109",17031070102,2015,17031,17,"IL",160,0.065724105,0.013010997,0.22339879,0.034714114,"Very High","Moderate","Very High","Very High",82,42,90,84,"High","Moderate","Very High","Very High",78,46,90,82,"High","Moderate","Very High","High",73,49,89,80
"110",17031070103,2015,17031,17,"IL",84,0.05395472,0.0083664088,0.24048729,0.034911275,"High","Low","Very High","Very High",78,38,92,85,"High","Moderate","Very High","Very High",74,42,93,82,"High","Moderate","Very High","High",68,45,93,80
"111",17031070200,2015,17031,17,"IL",525,0.066351846,0.023907937,0.19588087,0.032728467,"Very High","Moderate","Very High","Very High",82,53,85,82,"High","Moderate","Very High","High",79,60,83,80,"High","High","Very High","High",73,61,81,77
"112",17031070300,2015,17031,17,"IL",447,0.054102428,0.012053901,0.25799921,0.037360594,"High","Moderate","Very High","Very High",78,41,94,87,"High","Moderate","Very High","Very High",74,45,96,86,"High","Moderate","Very High","Very High",68,48,96,83
"113",17031070400,2015,17031,17,"IL",323,0.047560923,0.03369486,0.27174556,0.040531255,"High","High","Very High","Very High",76,63,96,90,"High","High","Very High","Very High",72,72,97,89,"High","High","Very High","Very High",65,73,97,87
"114",17031070500,2015,17031,17,"IL",542,0.043565322,-0.0018338047,0.27906349,0.037178956,"High","Low","Very High","Very High",75,30,97,87,"High","Low","Very High","Very High",71,33,98,85,"High","Low","Very High","Very High",64,36,98,83
"115",17031070600,2015,17031,17,"IL",838,0.050800916,0.014025981,0.27584183,0.039284661,"High","Moderate","Very High","Very High",77,43,96,89,"High","Moderate","Very High","Very High",73,48,97,88,"High","Moderate","Very High","Very High",66,51,97,86
"116",17031070700,2015,17031,17,"IL",1030,0.060092632,-0.0043950109,0.23691419,0.033822887,"High","Low","Very High","Very High",80,28,92,83,"High","Low","Very High","Very High",77,31,92,81,"High","Low","Very High","High",71,34,92,79
