"","V1","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK","STATE"
"1",59956,"G17003100101001",170310101001,"24","2",17
"2",59957,"G17003100101002",170310101002,"49","5",17
"3",59958,"G17003100101003",170310101003,"43","4",17
"4",59959,"G17003100102011",170310102011,"57","6",17
"5",59960,"G17003100102012",170310102012,"68","7",17
"6",59961,"G17003100102013",170310102013,"33","3",17
"7",59962,"G17003100102021",170310102021,"70","7",17
"8",59963,"G17003100102022",170310102022,"52","5",17
"9",59964,"G17003100103001",170310103001,"70","7",17
"10",59965,"G17003100103002",170310103002,"49","5",17
"11",59966,"G17003100103003",170310103003,"64","6",17
"12",59967,"G17003100103004",170310103004,"52","5",17
"13",59968,"G17003100104001",170310104001,"38","3",17
"14",59969,"G17003100104002",170310104002,"65","7",17
"15",59970,"G17003100104003",170310104003,"GQ","GQ",17
"16",59971,"G17003100105011",170310105011,"62","6",17
"17",59972,"G17003100105012",170310105012,"31","3",17
"18",59973,"G17003100105013",170310105013,"36","3",17
"19",59974,"G17003100105021",170310105021,"46","4",17
"20",59975,"G17003100105022",170310105022,"51","5",17
"21",59976,"G17003100105031",170310105031,"25","2",17
"22",59977,"G17003100105032",170310105032,"64","6",17
"23",59978,"G17003100106001",170310106001,"56","6",17
"24",59979,"G17003100106002",170310106002,"39","4",17
"25",59980,"G17003100106003",170310106003,"31","3",17
"26",59981,"G17003100106004",170310106004,"48","5",17
"27",59982,"G17003100107011",170310107011,"36","3",17
"28",59983,"G17003100107012",170310107012,"42","4",17
"29",59984,"G17003100107021",170310107021,"55","5",17
"30",59985,"G17003100107022",170310107022,"63","6",17
"31",59986,"G17003100107023",170310107023,"64","6",17
"32",59987,"G17003100107024",170310107024,"65","7",17
"33",59988,"G17003100201001",170310201001,"52","5",17
"34",59989,"G17003100201002",170310201002,"73","7",17
"35",59990,"G17003100202001",170310202001,"16","1",17
"36",59991,"G17003100202002",170310202002,"29","3",17
"37",59992,"G17003100202003",170310202003,"21","2",17
"38",59993,"G17003100202004",170310202004,"28","2",17
"39",59994,"G17003100203011",170310203011,"62","6",17
"40",59995,"G17003100203012",170310203012,"51","5",17
"41",59996,"G17003100203013",170310203013,"18","1",17
"42",59997,"G17003100203021",170310203021,"27","2",17
"43",59998,"G17003100203022",170310203022,"22","2",17
"44",59999,"G17003100203023",170310203023,"27","2",17
"45",60000,"G17003100204001",170310204001,"24","2",17
"46",60001,"G17003100204002",170310204002,"34","3",17
"47",60002,"G17003100204003",170310204003,"39","4",17
"48",60003,"G17003100205001",170310205001,"75","8",17
"49",60004,"G17003100205002",170310205002,"43","4",17
"50",60005,"G17003100205003",170310205003,"76","8",17
"51",60006,"G17003100205004",170310205004,"65","7",17
"52",60007,"G17003100206011",170310206011,"27","2",17
"53",60008,"G17003100206012",170310206012,"44","4",17
"54",60009,"G17003100206013",170310206013,"80","8",17
"55",60010,"G17003100206021",170310206021,"31","3",17
"56",60011,"G17003100206022",170310206022,"28","2",17
"57",60012,"G17003100206023",170310206023,"26","2",17
"58",60013,"G17003100206024",170310206024,"20","2",17
"59",60014,"G17003100207011",170310207011,"19","2",17
"60",60015,"G17003100207012",170310207012,"20","2",17
"61",60016,"G17003100207021",170310207021,"50","5",17
"62",60017,"G17003100207022",170310207022,"42","4",17
"63",60018,"G17003100207023",170310207023,"68","7",17
"64",60019,"G17003100207024",170310207024,"39","4",17
"65",60020,"G17003100208011",170310208011,"31","3",17
"66",60021,"G17003100208012",170310208012,"26","2",17
"67",60022,"G17003100208013",170310208013,"28","2",17
"68",60023,"G17003100208014",170310208014,"29","3",17
"69",60024,"G17003100208021",170310208021,"23","2",17
"70",60025,"G17003100208022",170310208022,"42","4",17
"71",60026,"G17003100208023",170310208023,"42","4",17
"72",60027,"G17003100208024",170310208024,"38","3",17
"73",60028,"G17003100209011",170310209011,"76","8",17
"74",60029,"G17003100209012",170310209012,"61","6",17
"75",60030,"G17003100209013",170310209013,"33","3",17
"76",60031,"G17003100209021",170310209021,"84","9",17
"77",60032,"G17003100209022",170310209022,"79","8",17
"78",60033,"G17003100301011",170310301011,"46","4",17
"79",60034,"G17003100301012",170310301012,"73","7",17
"80",60035,"G17003100301013",170310301013,"54","5",17
"81",60036,"G17003100301014",170310301014,"37","3",17
"82",60037,"G17003100301021",170310301021,"43","4",17
"83",60038,"G17003100301022",170310301022,"59","6",17
"84",60039,"G17003100301023",170310301023,"62","6",17
"85",60040,"G17003100301031",170310301031,"GQ","GQ",17
"86",60041,"G17003100301032",170310301032,"69","7",17
"87",60042,"G17003100301041",170310301041,"GQ","GQ",17
"88",60043,"G17003100301042",170310301042,"75","8",17
"89",60044,"G17003100302001",170310302001,"32","3",17
"90",60045,"G17003100302002",170310302002,"18","1",17
"91",60046,"G17003100302003",170310302003,"9","1",17
"92",60047,"G17003100302004",170310302004,"38","3",17
"93",60048,"G17003100303001",170310303001,"43","4",17
"94",60049,"G17003100303002",170310303002,"28","2",17
"95",60050,"G17003100304001",170310304001,"37","3",17
"96",60051,"G17003100304002",170310304002,"16","1",17
"97",60052,"G17003100305001",170310305001,"26","2",17
"98",60053,"G17003100305002",170310305002,"19","2",17
"99",60054,"G17003100305003",170310305003,"30","3",17
"100",60055,"G17003100305004",170310305004,"21","2",17
"101",60056,"G17003100306011",170310306011,"41","4",17
"102",60057,"G17003100306012",170310306012,"40","4",17
"103",60058,"G17003100306013",170310306013,"75","8",17
"104",60059,"G17003100306031",170310306031,"55","5",17
"105",60060,"G17003100306032",170310306032,"29","3",17
"106",60061,"G17003100306041",170310306041,"57","6",17
"107",60062,"G17003100306042",170310306042,"48","5",17
"108",60063,"G17003100306043",170310306043,"64","6",17
"109",60064,"G17003100307011",170310307011,"62","6",17
"110",60065,"G17003100307021",170310307021,"46","4",17
"111",60066,"G17003100307022",170310307022,"58","6",17
"112",60067,"G17003100307031",170310307031,"41","4",17
"113",60068,"G17003100307032",170310307032,"56","6",17
"114",60069,"G17003100307033",170310307033,"45","4",17
"115",60070,"G17003100307061",170310307061,"37","3",17
"116",60071,"G17003100307062",170310307062,"23","2",17
"117",60072,"G17003100308001",170310308001,"11","1",17
"118",60073,"G17003100308002",170310308002,"11","1",17
"119",60074,"G17003100308003",170310308003,"6","1",17
"120",60075,"G17003100308004",170310308004,"17","1",17
"121",60076,"G17003100309001",170310309001,"19","2",17
"122",60077,"G17003100309002",170310309002,"19","2",17
"123",60078,"G17003100309003",170310309003,"14","1",17
"124",60079,"G17003100309004",170310309004,"19","2",17
"125",60080,"G17003100310001",170310310001,"14","1",17
"126",60081,"G17003100310002",170310310002,"22","2",17
"127",60082,"G17003100310003",170310310003,"24","2",17
"128",60083,"G17003100311001",170310311001,"17","1",17
"129",60084,"G17003100311002",170310311002,"31","3",17
"130",60085,"G17003100311003",170310311003,"19","2",17
"131",60086,"G17003100312001",170310312001,"27","2",17
"132",60087,"G17003100312002",170310312002,"39","4",17
"133",60088,"G17003100312003",170310312003,"54","5",17
"134",60089,"G17003100312004",170310312004,"36","3",17
"135",60090,"G17003100313001",170310313001,"55","5",17
"136",60091,"G17003100313002",170310313002,"51","5",17
"137",60092,"G17003100313003",170310313003,"31","3",17
"138",60093,"G17003100313004",170310313004,"42","4",17
"139",60094,"G17003100313005",170310313005,"59","6",17
"140",60095,"G17003100314001",170310314001,"50","5",17
"141",60096,"G17003100314002",170310314002,"40","4",17
"142",60097,"G17003100314003",170310314003,"45","4",17
"143",60098,"G17003100314004",170310314004,"GQ-PH","GQ-PH",17
"144",60099,"G17003100314005",170310314005,"38","3",17
"145",60100,"G17003100314006",170310314006,"39","4",17
"146",60101,"G17003100315011",170310315011,"46","4",17
"147",60102,"G17003100315012",170310315012,"38","4",17
"148",60103,"G17003100315013",170310315013,"42","4",17
"149",60104,"G17003100315021",170310315021,"36","3",17
"150",60105,"G17003100315022",170310315022,"50","5",17
"151",60106,"G17003100315023",170310315023,"57","6",17
"152",60107,"G17003100317001",170310317001,"34","3",17
"153",60108,"G17003100317002",170310317002,"37","3",17
"154",60109,"G17003100317003",170310317003,"27","2",17
"155",60110,"G17003100317004",170310317004,"32","3",17
"156",60111,"G17003100318001",170310318001,"21","2",17
"157",60112,"G17003100319001",170310319001,"32","3",17
"158",60113,"G17003100319002",170310319002,"25","2",17
"159",60114,"G17003100321001",170310321001,"46","4",17
"160",60115,"G17003100321002",170310321002,"24","2",17
"161",60116,"G17003100321003",170310321003,"27","2",17
"162",60117,"G17003100321004",170310321004,"34","3",17
"163",60118,"G17003100321005",170310321005,"17","1",17
"164",60119,"G17003100401001",170310401001,"19","2",17
"165",60120,"G17003100401002",170310401002,"19","2",17
"166",60121,"G17003100401003",170310401003,"15","1",17
"167",60122,"G17003100402011",170310402011,"22","2",17
"168",60123,"G17003100402012",170310402012,"40","4",17
"169",60124,"G17003100402013",170310402013,"23","2",17
"170",60125,"G17003100402014",170310402014,"17","1",17
"171",60126,"G17003100402021",170310402021,"26","2",17
"172",60127,"G17003100402022",170310402022,"54","5",17
"173",60128,"G17003100402023",170310402023,"45","4",17
"174",60129,"G17003100402024",170310402024,"41","4",17
"175",60130,"G17003100403001",170310403001,"11","1",17
"176",60131,"G17003100403002",170310403002,"40","4",17
"177",60132,"G17003100403003",170310403003,"20","2",17
"178",60133,"G17003100404011",170310404011,"14","1",17
"179",60134,"G17003100404012",170310404012,"7","1",17
"180",60135,"G17003100404013",170310404013,"21","2",17
"181",60136,"G17003100404014",170310404014,"10","1",17
"182",60137,"G17003100404021",170310404021,"16","1",17
"183",60138,"G17003100404022",170310404022,"43","4",17
"184",60139,"G17003100404023",170310404023,"17","1",17
"185",60140,"G17003100404024",170310404024,"7","1",17
"186",60141,"G17003100404025",170310404025,"33","3",17
"187",60142,"G17003100406001",170310406001,"5","1",17
"188",60143,"G17003100406002",170310406002,"9","1",17
"189",60144,"G17003100406003",170310406003,"15","1",17
"190",60145,"G17003100407001",170310407001,"30","3",17
"191",60146,"G17003100407002",170310407002,"14","1",17
"192",60147,"G17003100407003",170310407003,"18","1",17
"193",60148,"G17003100407004",170310407004,"23","2",17
"194",60149,"G17003100408001",170310408001,"22","2",17
"195",60150,"G17003100408002",170310408002,"22","2",17
"196",60151,"G17003100409001",170310409001,"9","1",17
"197",60152,"G17003100409002",170310409002,"29","3",17
"198",60153,"G17003100501001",170310501001,"25","2",17
"199",60154,"G17003100501002",170310501002,"9","1",17
"200",60155,"G17003100502001",170310502001,"12","1",17
"201",60156,"G17003100502002",170310502002,"8","1",17
"202",60157,"G17003100502003",170310502003,"10","1",17
"203",60158,"G17003100503001",170310503001,"17","1",17
"204",60159,"G17003100503002",170310503002,"6","1",17
"205",60160,"G17003100503003",170310503003,"9","1",17
"206",60161,"G17003100505001",170310505001,"8","1",17
"207",60162,"G17003100505002",170310505002,"2","1",17
"208",60163,"G17003100505003",170310505003,"7","1",17
"209",60164,"G17003100505004",170310505004,"12","1",17
"210",60165,"G17003100505005",170310505005,"3","1",17
"211",60166,"G17003100506001",170310506001,"17","1",17
"212",60167,"G17003100506002",170310506002,"7","1",17
"213",60168,"G17003100507001",170310507001,"10","1",17
"214",60169,"G17003100508001",170310508001,"6","1",17
"215",60170,"G17003100509001",170310509001,"9","1",17
"216",60171,"G17003100510001",170310510001,"9","1",17
"217",60172,"G17003100511001",170310511001,"6","1",17
"218",60173,"G17003100512001",170310512001,"6","1",17
"219",60174,"G17003100512002",170310512002,"4","1",17
"220",60175,"G17003100513001",170310513001,"3","1",17
"221",60176,"G17003100513002",170310513002,"9","1",17
"222",60177,"G17003100514001",170310514001,"8","1",17
"223",60178,"G17003100514002",170310514002,"18","1",17
"224",60179,"G17003100601001",170310601001,"5","1",17
"225",60180,"G17003100601002",170310601002,"16","1",17
"226",60181,"G17003100601003",170310601003,"21","2",17
"227",60182,"G17003100602001",170310602001,"10","1",17
"228",60183,"G17003100602002",170310602002,"10","1",17
"229",60184,"G17003100603001",170310603001,"12","1",17
"230",60185,"G17003100603002",170310603002,"8","1",17
"231",60186,"G17003100604001",170310604001,"9","1",17
"232",60187,"G17003100604002",170310604002,"5","1",17
"233",60188,"G17003100604003",170310604003,"7","1",17
"234",60189,"G17003100605001",170310605001,"8","1",17
"235",60190,"G17003100608001",170310608001,"45","4",17
"236",60191,"G17003100608002",170310608002,"PH","PH",17
"237",60192,"G17003100608003",170310608003,"38","4",17
"238",60193,"G17003100609001",170310609001,"35","3",17
"239",60194,"G17003100609002",170310609002,"PH","PH",17
"240",60195,"G17003100609003",170310609003,"12","1",17
"241",60196,"G17003100609004",170310609004,"39","4",17
"242",60197,"G17003100609005",170310609005,"56","6",17
"243",60198,"G17003100610001",170310610001,"13","1",17
"244",60199,"G17003100611001",170310611001,"9","1",17
"245",60200,"G17003100612001",170310612001,"5","1",17
"246",60201,"G17003100615001",170310615001,"10","1",17
"247",60202,"G17003100618001",170310618001,"22","2",17
"248",60203,"G17003100619011",170310619011,"50","5",17
"249",60204,"G17003100619012",170310619012,"17","1",17
"250",60205,"G17003100619013",170310619013,"20","2",17
"251",60206,"G17003100619014",170310619014,"47","4",17
"252",60207,"G17003100619021",170310619021,"30","3",17
"253",60208,"G17003100619022",170310619022,"17","1",17
"254",60209,"G17003100619023",170310619023,"31","3",17
"255",60210,"G17003100619024",170310619024,"PH","PH",17
"256",60211,"G17003100620001",170310620001,"22","2",17
"257",60212,"G17003100620002",170310620002,"22","2",17
"258",60213,"G17003100621001",170310621001,"9","1",17
"259",60214,"G17003100621002",170310621002,"17","1",17
"260",60215,"G17003100621003",170310621003,"20","2",17
"261",60216,"G17003100622001",170310622001,"10","1",17
"262",60217,"G17003100622002",170310622002,"10","1",17
"263",60218,"G17003100623001",170310623001,"6","1",17
"264",60219,"G17003100624001",170310624001,"8","1",17
"265",60220,"G17003100625001",170310625001,"9","1",17
"266",60221,"G17003100626001",170310626001,"6","1",17
"267",60222,"G17003100627001",170310627001,"4","1",17
"268",60223,"G17003100627002",170310627002,"5","1",17
"269",60224,"G17003100627003",170310627003,"9","1",17
"270",60225,"G17003100628001",170310628001,"7","1",17
"271",60226,"G17003100628002",170310628002,"7","1",17
"272",60227,"G17003100628003",170310628003,"7","1",17
"273",60228,"G17003100629001",170310629001,"9","1",17
"274",60229,"G17003100629002",170310629002,"6","1",17
"275",60230,"G17003100629003",170310629003,"8","1",17
"276",60231,"G17003100630001",170310630001,"30","3",17
"277",60232,"G17003100630002",170310630002,"9","1",17
"278",60233,"G17003100630003",170310630003,"28","2",17
"279",60234,"G17003100631001",170310631001,"17","1",17
"280",60235,"G17003100631002",170310631002,"13","1",17
"281",60236,"G17003100632001",170310632001,"31","3",17
"282",60237,"G17003100632002",170310632002,"24","2",17
"283",60238,"G17003100632003",170310632003,"34","3",17
"284",60239,"G17003100632004",170310632004,"21","2",17
"285",60240,"G17003100632005",170310632005,"36","3",17
"286",60241,"G17003100632006",170310632006,"38","4",17
"287",60242,"G17003100633011",170310633011,"29","3",17
"288",60243,"G17003100633012",170310633012,"11","1",17
"289",60244,"G17003100633013",170310633013,"24","2",17
"290",60245,"G17003100633021",170310633021,"23","2",17
"291",60246,"G17003100633022",170310633022,"34","3",17
"292",60247,"G17003100633023",170310633023,"28","2",17
"293",60248,"G17003100633024",170310633024,"18","1",17
"294",60249,"G17003100633031",170310633031,"25","2",17
"295",60250,"G17003100633032",170310633032,"23","2",17
"296",60251,"G17003100634001",170310634001,"13","1",17
"297",60252,"G17003100634002",170310634002,"18","1",17
"298",60253,"G17003100701011",170310701011,"24","2",17
"299",60254,"G17003100701012",170310701012,"18","1",17
"300",60255,"G17003100701013",170310701013,"33","3",17
"301",60256,"G17003100701021",170310701021,"1","1",17
"302",60257,"G17003100701022",170310701022,"17","1",17
"303",60258,"G17003100701023",170310701023,"31","3",17
"304",60259,"G17003100701031",170310701031,"28","2",17
"305",60260,"G17003100701032",170310701032,"25","2",17
"306",60261,"G17003100702001",170310702001,"10","1",17
"307",60262,"G17003100702002",170310702002,"10","1",17
"308",60263,"G17003100702003",170310702003,"24","2",17
"309",60264,"G17003100703001",170310703001,"7","1",17
"310",60265,"G17003100703002",170310703002,"7","1",17
"311",60266,"G17003100704001",170310704001,"8","1",17
"312",60267,"G17003100704002",170310704002,"3","1",17
"313",60268,"G17003100704003",170310704003,"4","1",17
"314",60269,"G17003100705001",170310705001,"4","1",17
"315",60270,"G17003100705002",170310705002,"10","1",17
"316",60271,"G17003100705003",170310705003,"4","1",17
"317",60272,"G17003100706001",170310706001,"4","1",17
"318",60273,"G17003100706002",170310706002,"4","1",17
"319",60274,"G17003100707001",170310707001,"7","1",17
"320",60275,"G17003100707002",170310707002,"16","1",17
"321",60276,"G17003100710001",170310710001,"GQ","GQ",17
"322",60277,"G17003100710002",170310710002,"7","1",17
"323",60278,"G17003100711001",170310711001,"1","1",17
"324",60279,"G17003100711002",170310711002,"6","1",17
"325",60280,"G17003100712001",170310712001,"16","1",17
"326",60281,"G17003100712002",170310712002,"14","1",17
"327",60282,"G17003100713001",170310713001,"4","1",17
"328",60283,"G17003100713002",170310713002,"13","1",17
"329",60284,"G17003100714001",170310714001,"3","1",17
"330",60285,"G17003100714002",170310714002,"16","1",17
"331",60286,"G17003100714003",170310714003,"17","1",17
"332",60287,"G17003100714004",170310714004,"14","1",17
"333",60288,"G17003100715001",170310715001,"24","2",17
"334",60289,"G17003100715002",170310715002,"18","1",17
"335",60290,"G17003100715003",170310715003,"3","1",17
"336",60291,"G17003100715004",170310715004,"4","1",17
"337",60292,"G17003100715005",170310715005,"26","2",17
"338",60293,"G17003100715006",170310715006,"20","2",17
"339",60294,"G17003100716001",170310716001,"4","1",17
"340",60295,"G17003100717001",170310717001,"4","1",17
"341",60296,"G17003100717002",170310717002,"5","1",17
"342",60297,"G17003100718001",170310718001,"5","1",17
"343",60298,"G17003100718002",170310718002,"6","1",17
"344",60299,"G17003100801001",170310801001,"3","1",17
"345",60300,"G17003100801002",170310801002,"4","1",17
"346",60301,"G17003100801003",170310801003,"9","1",17
"347",60302,"G17003100801004",170310801004,"2","1",17
"348",60303,"G17003100801005",170310801005,"12","1",17
"349",60304,"G17003100801006",170310801006,"6","1",17
"350",60305,"G17003100801007",170310801007,"7","1",17
"351",60306,"G17003100802011",170310802011,"37","3",17
"352",60307,"G17003100802012",170310802012,"24","2",17
"353",60308,"G17003100802013",170310802013,"10","1",17
"354",60309,"G17003100802021",170310802021,"35","3",17
"355",60310,"G17003100802022",170310802022,"32","3",17
"356",60311,"G17003100802023",170310802023,"15","1",17
"357",60312,"G17003100803001",170310803001,"12","1",17
"358",60313,"G17003100803002",170310803002,"14","1",17
"359",60314,"G17003100803003",170310803003,"12","1",17
"360",60315,"G17003100803004",170310803004,"7","1",17
"361",60316,"G17003100804001",170310804001,"12","1",17
"362",60317,"G17003100804002",170310804002,"11","1",17
"363",60318,"G17003100804003",170310804003,"6","1",17
"364",60319,"G17003100810001",170310810001,"21","2",17
"365",60320,"G17003100810002",170310810002,"7","1",17
"366",60321,"G17003100810003",170310810003,"QDI","QDI",17
"367",60322,"G17003100810004",170310810004,"23","2",17
"368",60323,"G17003100810005",170310810005,"GQ","GQ",17
"369",60324,"G17003100810006",170310810006,"22","2",17
"370",60325,"G17003100811001",170310811001,"17","1",17
"371",60326,"G17003100811002",170310811002,"10","1",17
"372",60327,"G17003100811003",170310811003,"3","1",17
"373",60328,"G17003100812011",170310812011,"2","1",17
"374",60329,"G17003100812012",170310812012,"8","1",17
"375",60330,"G17003100812013",170310812013,"5","1",17
"376",60331,"G17003100812021",170310812021,"2","1",17
"377",60332,"G17003100812022",170310812022,"7","1",17
"378",60333,"G17003100812023",170310812023,"27","2",17
"379",60334,"G17003100812024",170310812024,"3","1",17
"380",60335,"G17003100813001",170310813001,"33","3",17
"381",60336,"G17003100813002",170310813002,"30","3",17
"382",60337,"G17003100813003",170310813003,"18","1",17
"383",60338,"G17003100813004",170310813004,"21","2",17
"384",60339,"G17003100813005",170310813005,"4","1",17
"385",60340,"G17003100813006",170310813006,"9","1",17
"386",60341,"G17003100814011",170310814011,"14","1",17
"387",60342,"G17003100814012",170310814012,"11","1",17
"388",60343,"G17003100814021",170310814021,"12","1",17
"389",60344,"G17003100814022",170310814022,"9","1",17
"390",60345,"G17003100814023",170310814023,"10","1",17
"391",60346,"G17003100814031",170310814031,"7","1",17
"392",60347,"G17003100814032",170310814032,"10","1",17
"393",60348,"G17003100814033",170310814033,"30","3",17
"394",60349,"G17003100815001",170310815001,"9","1",17
"395",60350,"G17003100815002",170310815002,"5","1",17
"396",60351,"G17003100815003",170310815003,"24","2",17
"397",60352,"G17003100816001",170310816001,"15","1",17
"398",60353,"G17003100816002",170310816002,"17","1",17
"399",60354,"G17003100817001",170310817001,"22","2",17
"400",60355,"G17003100817002",170310817002,"20","2",17
"401",60356,"G17003100818001",170310818001,"12","1",17
"402",60357,"G17003100818002",170310818002,"13","1",17
"403",60358,"G17003100818003",170310818003,"6","1",17
"404",60359,"G17003100819001",170310819001,"7","1",17
"405",60360,"G17003100901001",170310901001,"28","2",17
"406",60361,"G17003100901002",170310901002,"20","2",17
"407",60362,"G17003100901003",170310901003,"15","1",17
"408",60363,"G17003100901004",170310901004,"19","2",17
"409",60364,"G17003100902001",170310902001,"12","1",17
"410",60365,"G17003100902002",170310902002,"10","1",17
"411",60366,"G17003100902003",170310902003,"50","5",17
"412",60367,"G17003100902004",170310902004,"19","2",17
"413",60368,"G17003100902005",170310902005,"8","1",17
"414",60369,"G17003100903001",170310903001,"19","2",17
"415",60370,"G17003101001001",170311001001,"16","1",17
"416",60371,"G17003101001002",170311001002,"20","2",17
"417",60372,"G17003101001003",170311001003,"27","2",17
"418",60373,"G17003101001004",170311001004,"25","2",17
"419",60374,"G17003101001005",170311001005,"34","3",17
"420",60375,"G17003101002001",170311002001,"24","2",17
"421",60376,"G17003101002002",170311002002,"21","2",17
"422",60377,"G17003101002003",170311002003,"20","2",17
"423",60378,"G17003101002004",170311002004,"24","2",17
"424",60379,"G17003101002005",170311002005,"47","4",17
"425",60380,"G17003101002006",170311002006,"30","3",17
"426",60381,"G17003101002007",170311002007,"31","3",17
"427",60382,"G17003101003001",170311003001,"18","1",17
"428",60383,"G17003101003002",170311003002,"24","2",17
"429",60384,"G17003101003003",170311003003,"22","2",17
"430",60385,"G17003101003004",170311003004,"15","1",17
"431",60386,"G17003101003005",170311003005,"17","1",17
"432",60387,"G17003101003006",170311003006,"34","3",17
"433",60388,"G17003101004001",170311004001,"22","2",17
"434",60389,"G17003101004002",170311004002,"20","2",17
"435",60390,"G17003101004003",170311004003,"24","2",17
"436",60391,"G17003101005001",170311005001,"40","4",17
"437",60392,"G17003101005002",170311005002,"34","3",17
"438",60393,"G17003101005003",170311005003,"27","2",17
"439",60394,"G17003101005004",170311005004,"24","2",17
"440",60395,"G17003101005005",170311005005,"25","2",17
"441",60396,"G17003101006001",170311006001,"31","3",17
"442",60397,"G17003101006002",170311006002,"30","3",17
"443",60398,"G17003101006003",170311006003,"27","2",17
"444",60399,"G17003101006004",170311006004,"33","3",17
"445",60400,"G17003101007001",170311007001,"25","2",17
"446",60401,"G17003101007002",170311007002,"32","3",17
"447",60402,"G17003101007003",170311007003,"29","3",17
"448",60403,"G17003101007004",170311007004,"25","2",17
"449",60404,"G17003101007005",170311007005,"30","3",17
"450",60405,"G17003101101001",170311101001,"24","2",17
"451",60406,"G17003101101002",170311101002,"27","2",17
"452",60407,"G17003101101003",170311101003,"30","3",17
"453",60408,"G17003101101004",170311101004,"27","2",17
"454",60409,"G17003101101005",170311101005,"25","2",17
"455",60410,"G17003101102001",170311102001,"26","2",17
"456",60411,"G17003101102002",170311102002,"28","2",17
"457",60412,"G17003101103001",170311103001,"27","2",17
"458",60413,"G17003101103002",170311103002,"30","3",17
"459",60414,"G17003101103003",170311103003,"33","3",17
"460",60415,"G17003101103004",170311103004,"28","2",17
"461",60416,"G17003101103005",170311103005,"30","3",17
"462",60417,"G17003101104001",170311104001,"31","3",17
"463",60418,"G17003101104002",170311104002,"30","3",17
"464",60419,"G17003101104003",170311104003,"27","2",17
"465",60420,"G17003101105011",170311105011,"27","2",17
"466",60421,"G17003101105012",170311105012,"31","3",17
"467",60422,"G17003101105013",170311105013,"26","2",17
"468",60423,"G17003101105014",170311105014,"24","2",17
"469",60424,"G17003101105015",170311105015,"25","2",17
"470",60425,"G17003101105021",170311105021,"58","6",17
"471",60426,"G17003101105022",170311105022,"33","3",17
"472",60427,"G17003101201001",170311201001,"12","1",17
"473",60428,"G17003101201002",170311201002,"11","1",17
"474",60429,"G17003101201003",170311201003,"6","1",17
"475",60430,"G17003101201004",170311201004,"11","1",17
"476",60431,"G17003101202001",170311202001,"14","1",17
"477",60432,"G17003101202002",170311202002,"10","1",17
"478",60433,"G17003101202003",170311202003,"10","1",17
"479",60434,"G17003101202004",170311202004,"14","1",17
"480",60435,"G17003101203001",170311203001,"22","2",17
"481",60436,"G17003101203002",170311203002,"18","1",17
"482",60437,"G17003101203003",170311203003,"9","1",17
"483",60438,"G17003101203004",170311203004,"8","1",17
"484",60439,"G17003101203005",170311203005,"12","1",17
"485",60440,"G17003101203006",170311203006,"8","1",17
"486",60441,"G17003101204001",170311204001,"15","1",17
"487",60442,"G17003101204002",170311204002,"23","2",17
"488",60443,"G17003101204003",170311204003,"26","2",17
"489",60444,"G17003101301001",170311301001,"24","2",17
"490",60445,"G17003101301002",170311301002,"42","4",17
"491",60446,"G17003101301003",170311301003,"23","2",17
"492",60447,"G17003101302001",170311302001,"32","3",17
"493",60448,"G17003101303001",170311303001,"29","3",17
"494",60449,"G17003101303002",170311303002,"26","2",17
"495",60450,"G17003101303003",170311303003,"24","2",17
"496",60451,"G17003101303004",170311303004,"52","5",17
"497",60452,"G17003101401001",170311401001,"37","3",17
"498",60453,"G17003101401002",170311401002,"40","4",17
"499",60454,"G17003101402001",170311402001,"54","5",17
"500",60455,"G17003101402002",170311402002,"57","6",17
"501",60456,"G17003101402003",170311402003,"58","6",17
"502",60457,"G17003101403011",170311403011,"32","3",17
"503",60458,"G17003101403012",170311403012,"47","4",17
"504",60459,"G17003101403021",170311403021,"37","3",17
"505",60460,"G17003101403022",170311403022,"29","3",17
"506",60461,"G17003101403023",170311403023,"35","3",17
"507",60462,"G17003101404001",170311404001,"34","3",17
"508",60463,"G17003101404002",170311404002,"19","2",17
"509",60464,"G17003101404003",170311404003,"26","2",17
"510",60465,"G17003101404004",170311404004,"37","3",17
"511",60466,"G17003101404005",170311404005,"36","3",17
"512",60467,"G17003101405001",170311405001,"32","3",17
"513",60468,"G17003101405002",170311405002,"32","3",17
"514",60469,"G17003101405003",170311405003,"32","3",17
"515",60470,"G17003101406011",170311406011,"32","3",17
"516",60471,"G17003101406021",170311406021,"54","5",17
"517",60472,"G17003101406022",170311406022,"34","3",17
"518",60473,"G17003101406023",170311406023,"38","4",17
"519",60474,"G17003101406024",170311406024,"23","2",17
"520",60475,"G17003101407011",170311407011,"34","3",17
"521",60476,"G17003101407012",170311407012,"27","2",17
"522",60477,"G17003101407021",170311407021,"26","2",17
"523",60478,"G17003101407022",170311407022,"32","3",17
"524",60479,"G17003101407023",170311407023,"42","4",17
"525",60480,"G17003101407024",170311407024,"21","2",17
"526",60481,"G17003101408001",170311408001,"19","2",17
"527",60482,"G17003101408002",170311408002,"10","1",17
"528",60483,"G17003101408003",170311408003,"10","1",17
"529",60484,"G17003101408004",170311408004,"29","3",17
"530",60485,"G17003101408005",170311408005,"11","1",17
"531",60486,"G17003101502001",170311502001,"21","2",17
"532",60487,"G17003101502002",170311502002,"31","3",17
"533",60488,"G17003101502003",170311502003,"31","3",17
"534",60489,"G17003101502004",170311502004,"30","3",17
"535",60490,"G17003101502005",170311502005,"28","2",17
